origin_station_complex_name,day_of_week,hour_of_day,avg(sum_estimated_average_ridership)
9 Av (D),Monday,18,144.43984166666667
9 Av (D),Monday,19,83.741025
9 Av (D),Monday,20,61.071124999999995
9 Av (D),Monday,21,38.04450833333333
9 Av (D),Monday,22,26.21064166666667
9 Av (D),Monday,23,14.991766666666669
9 Av (D),Saturday,0,10.203833333333334
9 Av (D),Saturday,1,5.482500000000001
9 Av (D),Saturday,2,5.629525
9 Av (D),Saturday,3,9.008574999999999
9 Av (D),Saturday,4,18.21623333333333
9 Av (D),Saturday,5,55.26775000000001
9 Av (D),Saturday,6,115.73916666666666
9 Av (D),Saturday,7,178.13178333333335
9 Av (D),Saturday,8,216.15941666666666
9 Av (D),Saturday,9,246.40801666666664
9 Av (D),Saturday,10,226.2290833333333
9 Av (D),Saturday,11,197.25818333333336
9 Av (D),Saturday,12,182.99644999999998
9 Av (D),Saturday,13,184.20558333333335
9 Av (D),Saturday,14,183.84980833333336
9 Av (D),Saturday,15,172.76700833333334
9 Av (D),Saturday,16,142.62705833333334
9 Av (D),Saturday,17,149.95474166666668
9 Av (D),Saturday,18,116.33064166666666
9 Av (D),Saturday,19,83.30394999999999
9 Av (D),Saturday,20,54.73696666666666
9 Av (D),Saturday,21,41.082625
9 Av (D),Saturday,22,32.364175
9 Av (D),Saturday,23,21.367666666666665
9 Av (D),Sunday,0,12.792091666666666
9 Av (D),Sunday,1,6.529533333333333
9 Av (D),Sunday,2,5.433316666666666
9 Av (D),Sunday,3,6.8587750000000005
9 Av (D),Sunday,4,17.39335
9 Av (D),Sunday,5,37.840575
9 Av (D),Sunday,6,80.38785833333334
9 Av (D),Sunday,7,124.99729166666663
9 Av (D),Sunday,8,169.13702500000002
9 Av (D),Sunday,9,217.24416666666662
9 Av (D),Sunday,10,219.8142416666667
9 Av (D),Sunday,11,190.78546666666668
9 Av (D),Sunday,12,172.81583333333333
9 Av (D),Sunday,13,180.54579166666664
9 Av (D),Sunday,14,176.97996666666666
9 Av (D),Sunday,15,150.55210000000002
9 Av (D),Sunday,16,129.70963333333336
9 Av (D),Sunday,17,107.90259999999999
9 Av (D),Sunday,18,84.0118
9 Av (D),Sunday,19,63.84590833333335
9 Av (D),Sunday,20,50.36600833333333
9 Av (D),Sunday,21,36.163175
9 Av (D),Sunday,22,28.001083333333337
9 Av (D),Sunday,23,15.000508333333334
9 Av (D),Thursday,0,8.678725
9 Av (D),Thursday,1,4.045658333333333
9 Av (D),Thursday,2,5.0251166666666665
9 Av (D),Thursday,3,10.727333333333332
9 Av (D),Thursday,4,49.085033333333335
9 Av (D),Thursday,5,141.99134999999998
9 Av (D),Thursday,6,305.6750583333333
9 Av (D),Thursday,7,600.3726666666666
9 Av (D),Thursday,8,573.6949166666667
9 Av (D),Thursday,9,362.9335416666666
9 Av (D),Thursday,10,239.69849166666665
9 Av (D),Thursday,11,172.85700833333337
9 Av (D),Thursday,12,163.1907
9 Av (D),Thursday,13,175.7713
9 Av (D),Thursday,14,196.19591666666668
9 Av (D),Thursday,15,181.14764166666666
9 Av (D),Thursday,16,194.15833333333333
9 Av (D),Thursday,17,227.10582499999995
9 Av (D),Thursday,18,149.99221666666668
9 Av (D),Thursday,19,84.94359999999999
9 Av (D),Thursday,20,61.239225000000005
9 Av (D),Thursday,21,38.445
9 Av (D),Thursday,22,28.233925000000003
9 Av (D),Thursday,23,16.254425
9 Av (D),Tuesday,0,9.170908333333333
9 Av (D),Tuesday,1,4.274983333333333
9 Av (D),Tuesday,2,4.358250000000001
9 Av (D),Tuesday,3,11.716650000000001
9 Av (D),Tuesday,4,47.91045
9 Av (D),Tuesday,5,147.89815
9 Av (D),Tuesday,6,317.26539166666663
9 Av (D),Tuesday,7,594.6924166666666
9 Av (D),Tuesday,8,579.072325
9 Av (D),Tuesday,9,358.61314999999996
9 Av (D),Tuesday,10,237.58580833333335
9 Av (D),Tuesday,11,169.89579166666667
9 Av (D),Tuesday,12,163.65420833333337
9 Av (D),Tuesday,13,170.47648333333333
9 Av (D),Tuesday,14,185.29790833333337
9 Av (D),Tuesday,15,182.95883333333336
9 Av (D),Tuesday,16,187.44342500000002
9 Av (D),Tuesday,17,227.8021083333333
9 Av (D),Tuesday,18,146.02794166666666
9 Av (D),Tuesday,19,83.75955
9 Av (D),Tuesday,20,62.412708333333335
9 Av (D),Tuesday,21,39.77775833333334
9 Av (D),Tuesday,22,28.12376666666667
9 Av (D),Tuesday,23,16.166058333333332
9 Av (D),Wednesday,0,7.831075000000001
9 Av (D),Wednesday,1,3.8707499999999997
9 Av (D),Wednesday,2,4.569933333333333
9 Av (D),Wednesday,3,11.616741666666664
9 Av (D),Wednesday,4,45.80455833333334
9 Av (D),Wednesday,5,146.97775000000001
9 Av (D),Wednesday,6,312.571325
9 Av (D),Wednesday,7,599.0334416666667
9 Av (D),Wednesday,8,596.9929083333334
9 Av (D),Wednesday,9,366.61109166666665
9 Av (D),Wednesday,10,243.78777500000004
9 Av (D),Wednesday,11,176.50679166666666
9 Av (D),Wednesday,12,168.39936666666665
9 Av (D),Wednesday,13,172.86625833333332
9 Av (D),Wednesday,14,186.86586666666665
9 Av (D),Wednesday,15,180.85289999999998
9 Av (D),Wednesday,16,192.52647499999998
9 Av (D),Wednesday,17,224.22979999999998
9 Av (D),Wednesday,18,152.14623333333333
9 Av (D),Wednesday,19,86.82400000000001
9 Av (D),Wednesday,20,63.64066666666668
9 Av (D),Wednesday,21,39.199708333333334
9 Av (D),Wednesday,22,29.022399999999994
9 Av (D),Wednesday,23,15.691891666666669
90 St-Elmhurst Av (7),Friday,0,41.118633333333335
90 St-Elmhurst Av (7),Friday,1,25.910641666666667
90 St-Elmhurst Av (7),Friday,2,27.921474999999997
90 St-Elmhurst Av (7),Friday,3,58.217099999999995
90 St-Elmhurst Av (7),Friday,4,217.88554166666668
90 St-Elmhurst Av (7),Friday,5,654.3102916666668
90 St-Elmhurst Av (7),Friday,6,1239.6424416666666
90 St-Elmhurst Av (7),Friday,7,1775.0355833333335
90 St-Elmhurst Av (7),Friday,8,1475.3594916666668
90 St-Elmhurst Av (7),Friday,9,1006.640325
90 St-Elmhurst Av (7),Friday,10,811.1854166666667
90 St-Elmhurst Av (7),Friday,11,648.5655333333333
90 St-Elmhurst Av (7),Friday,12,626.312625
90 St-Elmhurst Av (7),Friday,13,741.6278083333333
90 St-Elmhurst Av (7),Friday,14,774.9454166666666
90 St-Elmhurst Av (7),Friday,15,795.0681500000001
90 St-Elmhurst Av (7),Friday,16,745.4683666666666
90 St-Elmhurst Av (7),Friday,17,744.6561499999999
90 St-Elmhurst Av (7),Friday,18,627.8378583333333
90 St-Elmhurst Av (7),Friday,19,474.07756666666666
90 St-Elmhurst Av (7),Friday,20,345.40565
90 St-Elmhurst Av (7),Friday,21,255.01525
90 St-Elmhurst Av (7),Friday,22,203.48873333333333
90 St-Elmhurst Av (7),Friday,23,122.67810833333334
90 St-Elmhurst Av (7),Monday,0,41.69315833333333
90 St-Elmhurst Av (7),Monday,1,27.04365833333333
90 St-Elmhurst Av (7),Monday,2,31.301983333333336
90 St-Elmhurst Av (7),Monday,3,57.70695833333335
90 St-Elmhurst Av (7),Monday,4,220.93689166666664
90 St-Elmhurst Av (7),Monday,5,642.3821583333333
90 St-Elmhurst Av (7),Monday,6,1253.4600666666665
90 St-Elmhurst Av (7),Monday,7,1748.141816666667
90 St-Elmhurst Av (7),Monday,8,1457.0373416666669
90 St-Elmhurst Av (7),Monday,9,987.8838916666668
90 St-Elmhurst Av (7),Monday,10,769.5428583333332
90 St-Elmhurst Av (7),Monday,11,621.4828249999999
90 St-Elmhurst Av (7),Monday,12,614.6630000000001
90 St-Elmhurst Av (7),Monday,13,720.582475
90 St-Elmhurst Av (7),Monday,14,728.9145916666666
90 St-Elmhurst Av (7),Monday,15,773.0004666666667
90 St-Elmhurst Av (7),Monday,16,733.0448499999999
90 St-Elmhurst Av (7),Monday,17,719.6902
90 St-Elmhurst Av (7),Monday,18,584.9653166666667
90 St-Elmhurst Av (7),Monday,19,423.1202416666666
90 St-Elmhurst Av (7),Monday,20,321.46077500000007
90 St-Elmhurst Av (7),Monday,21,249.00068333333334
90 St-Elmhurst Av (7),Monday,22,174.50245833333335
90 St-Elmhurst Av (7),Monday,23,85.45053333333333
90 St-Elmhurst Av (7),Saturday,0,70.73390833333333
90 St-Elmhurst Av (7),Saturday,1,41.64366666666667
90 St-Elmhurst Av (7),Saturday,2,35.510574999999996
90 St-Elmhurst Av (7),Saturday,3,50.48566666666667
90 St-Elmhurst Av (7),Saturday,4,134.78771666666665
90 St-Elmhurst Av (7),Saturday,5,245.08265000000003
90 St-Elmhurst Av (7),Saturday,6,478.1377583333333
90 St-Elmhurst Av (7),Saturday,7,638.5626500000001
90 St-Elmhurst Av (7),Saturday,8,665.5293416666667
90 St-Elmhurst Av (7),Saturday,9,685.8688999999999
90 St-Elmhurst Av (7),Saturday,10,681.8625333333334
90 St-Elmhurst Av (7),Saturday,11,585.5287083333334
90 St-Elmhurst Av (7),Saturday,12,574.3335833333334
90 St-Elmhurst Av (7),Saturday,13,643.869875
90 St-Elmhurst Av (7),Saturday,14,707.0826250000001
90 St-Elmhurst Av (7),Saturday,15,672.1377666666666
90 St-Elmhurst Av (7),Saturday,16,556.9598083333333
90 St-Elmhurst Av (7),Saturday,17,512.7613916666666
90 St-Elmhurst Av (7),Saturday,18,436.31249166666663
90 St-Elmhurst Av (7),Saturday,19,357.41875
90 St-Elmhurst Av (7),Saturday,20,282.57735833333334
90 St-Elmhurst Av (7),Saturday,21,223.46345
90 St-Elmhurst Av (7),Saturday,22,182.03676666666664
90 St-Elmhurst Av (7),Saturday,23,118.62083333333334
90 St-Elmhurst Av (7),Sunday,0,71.69885000000001
90 St-Elmhurst Av (7),Sunday,1,42.96155000000001
90 St-Elmhurst Av (7),Sunday,2,38.55365833333334
90 St-Elmhurst Av (7),Sunday,3,45.969958333333345
90 St-Elmhurst Av (7),Sunday,4,105.39502499999999
90 St-Elmhurst Av (7),Sunday,5,157.72125000000003
90 St-Elmhurst Av (7),Sunday,6,312.03865833333333
90 St-Elmhurst Av (7),Sunday,7,386.79660000000007
90 St-Elmhurst Av (7),Sunday,8,478.81275833333325
90 St-Elmhurst Av (7),Sunday,9,583.8727833333334
90 St-Elmhurst Av (7),Sunday,10,589.6447749999999
90 St-Elmhurst Av (7),Sunday,11,509.23628333333335
90 St-Elmhurst Av (7),Sunday,12,512.5853666666667
90 St-Elmhurst Av (7),Sunday,13,567.5151916666667
90 St-Elmhurst Av (7),Sunday,14,614.3214083333334
90 St-Elmhurst Av (7),Sunday,15,590.4631583333334
90 St-Elmhurst Av (7),Sunday,16,497.1230166666667
90 St-Elmhurst Av (7),Sunday,17,421.25242499999996
90 St-Elmhurst Av (7),Sunday,18,356.37629166666665
90 St-Elmhurst Av (7),Sunday,19,280.0364166666667
90 St-Elmhurst Av (7),Sunday,20,240.30159999999998
90 St-Elmhurst Av (7),Sunday,21,193.69075
90 St-Elmhurst Av (7),Sunday,22,143.363125
90 St-Elmhurst Av (7),Sunday,23,79.24011666666667
90 St-Elmhurst Av (7),Thursday,0,39.08310833333333
90 St-Elmhurst Av (7),Thursday,1,26.70735833333333
90 St-Elmhurst Av (7),Thursday,2,27.075825000000005
90 St-Elmhurst Av (7),Thursday,3,55.76510833333334
90 St-Elmhurst Av (7),Thursday,4,223.3238583333333
90 St-Elmhurst Av (7),Thursday,5,662.3890749999999
90 St-Elmhurst Av (7),Thursday,6,1286.3265333333331
90 St-Elmhurst Av (7),Thursday,7,1896.1585166666666
90 St-Elmhurst Av (7),Thursday,8,1612.3099916666667
90 St-Elmhurst Av (7),Thursday,9,1058.5842833333334
90 St-Elmhurst Av (7),Thursday,10,819.2569750000001
90 St-Elmhurst Av (7),Thursday,11,628.8609999999999
90 St-Elmhurst Av (7),Thursday,12,592.1406583333334
90 St-Elmhurst Av (7),Thursday,13,733.4313583333333
90 St-Elmhurst Av (7),Thursday,14,767.2325249999999
90 St-Elmhurst Av (7),Thursday,15,799.2790166666665
90 St-Elmhurst Av (7),Thursday,16,739.0362166666665
90 St-Elmhurst Av (7),Thursday,17,701.1991250000001
90 St-Elmhurst Av (7),Thursday,18,569.880925
90 St-Elmhurst Av (7),Thursday,19,430.33824166666665
90 St-Elmhurst Av (7),Thursday,20,323.9411833333333
90 St-Elmhurst Av (7),Thursday,21,234.14078333333336
90 St-Elmhurst Av (7),Thursday,22,193.0931333333333
90 St-Elmhurst Av (7),Thursday,23,94.86244999999998
90 St-Elmhurst Av (7),Tuesday,0,37.539116666666665
90 St-Elmhurst Av (7),Tuesday,1,24.27423333333333
90 St-Elmhurst Av (7),Tuesday,2,27.346333333333337
90 St-Elmhurst Av (7),Tuesday,3,52.318875
90 St-Elmhurst Av (7),Tuesday,4,225.23726666666667
90 St-Elmhurst Av (7),Tuesday,5,675.7357583333331
90 St-Elmhurst Av (7),Tuesday,6,1326.5894333333333
90 St-Elmhurst Av (7),Tuesday,7,1903.5955416666666
90 St-Elmhurst Av (7),Tuesday,8,1609.8362833333333
90 St-Elmhurst Av (7),Tuesday,9,1051.8052249999998
90 St-Elmhurst Av (7),Tuesday,10,809.4304833333332
90 St-Elmhurst Av (7),Tuesday,11,639.1318916666667
90 St-Elmhurst Av (7),Tuesday,12,623.0640166666667
90 St-Elmhurst Av (7),Tuesday,13,741.0647916666667
90 St-Elmhurst Av (7),Tuesday,14,749.0635083333333
90 St-Elmhurst Av (7),Tuesday,15,773.2973333333333
90 St-Elmhurst Av (7),Tuesday,16,735.7286166666668
90 St-Elmhurst Av (7),Tuesday,17,723.0088916666667
90 St-Elmhurst Av (7),Tuesday,18,579.9388083333334
90 St-Elmhurst Av (7),Tuesday,19,419.9024166666666
90 St-Elmhurst Av (7),Tuesday,20,315.2461416666667
90 St-Elmhurst Av (7),Tuesday,21,258.47149999999993
90 St-Elmhurst Av (7),Tuesday,22,169.1951
90 St-Elmhurst Av (7),Tuesday,23,84.52446666666665
90 St-Elmhurst Av (7),Wednesday,0,39.404516666666666
90 St-Elmhurst Av (7),Wednesday,1,25.471766666666667
90 St-Elmhurst Av (7),Wednesday,2,29.876141666666665
90 St-Elmhurst Av (7),Wednesday,3,52.71238333333333
90 St-Elmhurst Av (7),Wednesday,4,227.04451666666668
90 St-Elmhurst Av (7),Wednesday,5,674.2864333333332
90 St-Elmhurst Av (7),Wednesday,6,1327.1528999999998
90 St-Elmhurst Av (7),Wednesday,7,1935.1583083333333
90 St-Elmhurst Av (7),Wednesday,8,1641.9076333333333
90 St-Elmhurst Av (7),Wednesday,9,1076.7871499999999
90 St-Elmhurst Av (7),Wednesday,10,829.8217416666666
90 St-Elmhurst Av (7),Wednesday,11,657.2985833333333
90 St-Elmhurst Av (7),Wednesday,12,622.9590833333335
90 St-Elmhurst Av (7),Wednesday,13,730.7511083333334
90 St-Elmhurst Av (7),Wednesday,14,776.8232083333332
90 St-Elmhurst Av (7),Wednesday,15,802.6132416666666
90 St-Elmhurst Av (7),Wednesday,16,762.9863083333335
90 St-Elmhurst Av (7),Wednesday,17,713.5249666666667
90 St-Elmhurst Av (7),Wednesday,18,566.9025916666667
90 St-Elmhurst Av (7),Wednesday,19,424.0911666666666
90 St-Elmhurst Av (7),Wednesday,20,313.129125
90 St-Elmhurst Av (7),Wednesday,21,234.80012499999998
90 St-Elmhurst Av (7),Wednesday,22,159.90753333333333
90 St-Elmhurst Av (7),Wednesday,23,85.30599166666666
"96 St (1,2,3)",Friday,0,132.50749166666665
"96 St (1,2,3)",Friday,1,41.233375
"96 St (1,2,3)",Friday,2,22.758966666666666
"96 St (1,2,3)",Friday,3,22.970691666666667
"96 St (1,2,3)",Friday,4,47.98715000000001
"96 St (1,2,3)",Friday,5,136.83680833333332
"96 St (1,2,3)",Friday,6,442.4421833333334
"96 St (1,2,3)",Friday,7,1253.286158333333
"96 St (1,2,3)",Friday,8,2075.153808333333
"96 St (1,2,3)",Friday,9,1478.52975
"96 St (1,2,3)",Friday,10,1156.5059749999998
"96 St (1,2,3)",Friday,11,1141.2310083333334
"96 St (1,2,3)",Friday,12,1207.2176833333333
"96 St (1,2,3)",Friday,13,1256.5435083333334
"96 St (1,2,3)",Friday,14,1500.8570083333334
"96 St (1,2,3)",Friday,15,1938.8218833333333
"96 St (1,2,3)",Friday,16,1917.7816083333335
"96 St (1,2,3)",Friday,17,2056.4766416666666
"96 St (1,2,3)",Friday,18,1804.8446749999996
"96 St (1,2,3)",Friday,19,1248.2266750000001
"96 St (1,2,3)",Friday,20,868.8659166666666
"96 St (1,2,3)",Friday,21,667.43925
"96 St (1,2,3)",Friday,22,608.8265916666666
"96 St (1,2,3)",Friday,23,431.1457500000001
"96 St (1,2,3)",Monday,0,123.27249166666668
"96 St (1,2,3)",Monday,1,37.216550000000005
"96 St (1,2,3)",Monday,2,24.01705833333334
"96 St (1,2,3)",Monday,3,23.685925
"96 St (1,2,3)",Monday,4,52.075183333333335
"96 St (1,2,3)",Monday,5,150.05302500000002
"96 St (1,2,3)",Monday,6,485.8985083333334
"96 St (1,2,3)",Monday,7,1424.639125
"96 St (1,2,3)",Monday,8,2688.8686333333335
"96 St (1,2,3)",Monday,9,1703.0111
"96 St (1,2,3)",Monday,10,1124.7967583333336
"96 St (1,2,3)",Monday,11,1069.05655
"96 St (1,2,3)",Monday,12,1118.0623666666665
"96 St (1,2,3)",Monday,13,1142.8371666666665
"96 St (1,2,3)",Monday,14,1292.3022833333332
"96 St (1,2,3)",Monday,15,1787.6314249999998
"96 St (1,2,3)",Monday,16,1880.6316416666666
"96 St (1,2,3)",Monday,17,1965.4994750000003
"96 St (1,2,3)",Monday,18,1588.5171166666667
"96 St (1,2,3)",Monday,19,998.2950583333333
"96 St (1,2,3)",Monday,20,763.2644166666668
"96 St (1,2,3)",Monday,21,580.151025
"96 St (1,2,3)",Monday,22,412.06874999999997
"96 St (1,2,3)",Monday,23,258.67834166666665
"96 St (1,2,3)",Saturday,0,212.81856666666667
"96 St (1,2,3)",Saturday,1,73.02807499999999
"96 St (1,2,3)",Saturday,2,36.23821666666666
"96 St (1,2,3)",Saturday,3,26.62336666666666
"96 St (1,2,3)",Saturday,4,36.35062500000001
"96 St (1,2,3)",Saturday,5,84.37620833333332
"96 St (1,2,3)",Saturday,6,199.82104166666667
"96 St (1,2,3)",Saturday,7,398.05039166666666
"96 St (1,2,3)",Saturday,8,688.9054166666666
"96 St (1,2,3)",Saturday,9,948.130875
"96 St (1,2,3)",Saturday,10,1166.596425
"96 St (1,2,3)",Saturday,11,1361.007775
"96 St (1,2,3)",Saturday,12,1480.6862833333332
"96 St (1,2,3)",Saturday,13,1529.01375
"96 St (1,2,3)",Saturday,14,1374.9119916666668
"96 St (1,2,3)",Saturday,15,1399.962725
"96 St (1,2,3)",Saturday,16,1406.3450333333333
"96 St (1,2,3)",Saturday,17,1446.1775333333335
"96 St (1,2,3)",Saturday,18,1464.0603
"96 St (1,2,3)",Saturday,19,1250.11885
"96 St (1,2,3)",Saturday,20,851.9046416666665
"96 St (1,2,3)",Saturday,21,704.9794750000001
"96 St (1,2,3)",Saturday,22,578.2665
"96 St (1,2,3)",Saturday,23,419.50881666666675
"96 St (1,2,3)",Sunday,0,203.97435
"96 St (1,2,3)",Sunday,1,78.10426666666666
"96 St (1,2,3)",Sunday,2,34.8404
"96 St (1,2,3)",Sunday,3,28.996275
"96 St (1,2,3)",Sunday,4,30.472691666666663
"96 St (1,2,3)",Sunday,5,73.33254166666667
"96 St (1,2,3)",Sunday,6,167.26286666666667
"96 St (1,2,3)",Sunday,7,316.93194166666666
"96 St (1,2,3)",Sunday,8,561.6839083333333
"96 St (1,2,3)",Sunday,9,822.4396916666666
"96 St (1,2,3)",Sunday,10,1090.1136666666669
"96 St (1,2,3)",Sunday,11,1285.5286250000001
"96 St (1,2,3)",Sunday,12,1403.7444583333336
"96 St (1,2,3)",Sunday,13,1471.3225249999998
"96 St (1,2,3)",Sunday,14,1384.1570916666662
"96 St (1,2,3)",Sunday,15,1260.0702666666666
"96 St (1,2,3)",Sunday,16,1228.5360833333334
"96 St (1,2,3)",Sunday,17,1154.664675
"96 St (1,2,3)",Sunday,18,1054.2011916666668
"96 St (1,2,3)",Sunday,19,838.2707916666667
"96 St (1,2,3)",Sunday,20,651.1184499999999
"96 St (1,2,3)",Sunday,21,500.73150000000004
"96 St (1,2,3)",Sunday,22,412.71142499999996
"96 St (1,2,3)",Sunday,23,272.2557916666667
"96 St (1,2,3)",Thursday,0,120.94550833333334
"96 St (1,2,3)",Thursday,1,34.333475
"96 St (1,2,3)",Thursday,2,21.556758333333335
"96 St (1,2,3)",Thursday,3,21.852791666666665
"96 St (1,2,3)",Thursday,4,50.2383
"96 St (1,2,3)",Thursday,5,157.26865
"96 St (1,2,3)",Thursday,6,515.8574
"96 St (1,2,3)",Thursday,7,1611.4119583333338
"96 St (1,2,3)",Thursday,8,3197.7182166666666
"96 St (1,2,3)",Thursday,9,2075.716408333333
"96 St (1,2,3)",Thursday,10,1288.1172749999998
"96 St (1,2,3)",Thursday,11,1174.2898999999998
"96 St (1,2,3)",Thursday,12,1202.7942416666665
"96 St (1,2,3)",Thursday,13,1209.9201500000001
"96 St (1,2,3)",Thursday,14,1408.0912583333331
"96 St (1,2,3)",Thursday,15,1848.8614833333334
"96 St (1,2,3)",Thursday,16,1968.0076833333333
"96 St (1,2,3)",Thursday,17,2116.5646416666664
"96 St (1,2,3)",Thursday,18,1864.0115833333332
"96 St (1,2,3)",Thursday,19,1155.9778583333334
"96 St (1,2,3)",Thursday,20,837.5799833333334
"96 St (1,2,3)",Thursday,21,620.0675416666666
"96 St (1,2,3)",Thursday,22,495.62871666666666
"96 St (1,2,3)",Thursday,23,292.61648333333335
"96 St (1,2,3)",Tuesday,0,113.17278333333336
"96 St (1,2,3)",Tuesday,1,35.18213333333333
"96 St (1,2,3)",Tuesday,2,20.89736666666667
"96 St (1,2,3)",Tuesday,3,22.962041666666664
"96 St (1,2,3)",Tuesday,4,51.66878333333333
"96 St (1,2,3)",Tuesday,5,160.08274166666664
"96 St (1,2,3)",Tuesday,6,554.340025
"96 St (1,2,3)",Tuesday,7,1707.0423666666666
"96 St (1,2,3)",Tuesday,8,3374.517283333334
"96 St (1,2,3)",Tuesday,9,2138.607016666667
"96 St (1,2,3)",Tuesday,10,1268.3888749999999
"96 St (1,2,3)",Tuesday,11,1127.6316333333334
"96 St (1,2,3)",Tuesday,12,1152.162841666667
"96 St (1,2,3)",Tuesday,13,1167.9694000000002
"96 St (1,2,3)",Tuesday,14,1328.70235
"96 St (1,2,3)",Tuesday,15,1901.4099750000003
"96 St (1,2,3)",Tuesday,16,2013.158991666667
"96 St (1,2,3)",Tuesday,17,2123.4316
"96 St (1,2,3)",Tuesday,18,1827.1337749999996
"96 St (1,2,3)",Tuesday,19,1093.1011166666667
"96 St (1,2,3)",Tuesday,20,766.4598083333334
"96 St (1,2,3)",Tuesday,21,589.3688833333333
"96 St (1,2,3)",Tuesday,22,441.1143583333333
"96 St (1,2,3)",Tuesday,23,275.8889
"96 St (1,2,3)",Wednesday,0,116.18171666666666
"96 St (1,2,3)",Wednesday,1,32.899325
"96 St (1,2,3)",Wednesday,2,21.085441666666668
"96 St (1,2,3)",Wednesday,3,21.312491666666663
"96 St (1,2,3)",Wednesday,4,51.060191666666675
"96 St (1,2,3)",Wednesday,5,154.37958333333333
"96 St (1,2,3)",Wednesday,6,551.5700499999999
"96 St (1,2,3)",Wednesday,7,1688.167866666667
"96 St (1,2,3)",Wednesday,8,3350.8933083333336
"96 St (1,2,3)",Wednesday,9,2163.338974999999
"96 St (1,2,3)",Wednesday,10,1325.3395749999997
"96 St (1,2,3)",Wednesday,11,1189.45965
"96 St (1,2,3)",Wednesday,12,1235.6628083333335
"96 St (1,2,3)",Wednesday,13,1220.8227833333333
"96 St (1,2,3)",Wednesday,14,1421.1348499999997
"96 St (1,2,3)",Wednesday,15,1895.5112416666668
"96 St (1,2,3)",Wednesday,16,2028.1950833333333
"96 St (1,2,3)",Wednesday,17,2149.867683333333
"96 St (1,2,3)",Wednesday,18,1864.323325
"96 St (1,2,3)",Wednesday,19,1134.3799583333332
"96 St (1,2,3)",Wednesday,20,811.0982500000001
"96 St (1,2,3)",Wednesday,21,589.5445083333333
"96 St (1,2,3)",Wednesday,22,456.9998583333333
"96 St (1,2,3)",Wednesday,23,282.01285
96 St (6),Friday,0,42.00525
96 St (6),Friday,1,20.47925833333333
96 St (6),Friday,2,10.803849999999999
96 St (6),Friday,3,10.789608333333332
96 St (6),Friday,4,14.189441666666667
96 St (6),Friday,5,55.14093333333335
96 St (6),Friday,6,183.37058333333331
96 St (6),Friday,7,603.4749750000001
96 St (6),Friday,8,836.6057416666667
96 St (6),Friday,9,571.6610333333334
96 St (6),Friday,10,474.8318416666668
96 St (6),Friday,11,550.8398083333333
96 St (6),Friday,12,551.5963666666667
96 St (6),Friday,13,744.4315416666667
96 St (6),Friday,14,936.063275
96 St (6),Friday,15,1304.2221666666667
96 St (6),Friday,16,1452.3421
96 St (6),Friday,17,1404.2198666666666
96 St (6),Friday,18,908.1781916666667
96 St (6),Friday,19,688.4849249999999
96 St (6),Friday,20,414.9887166666667
96 St (6),Friday,21,260.25824166666666
96 St (6),Friday,22,181.3241833333333
96 St (6),Friday,23,146.0358666666667
96 St (6),Monday,0,31.491974999999996
96 St (6),Monday,1,14.833175000000002
96 St (6),Monday,2,8.887524999999998
96 St (6),Monday,3,8.262825
96 St (6),Monday,4,12.384466666666668
96 St (6),Monday,5,52.95240833333333
96 St (6),Monday,6,186.35053333333335
96 St (6),Monday,7,647.8706416666666
96 St (6),Monday,8,1004.8710583333333
96 St (6),Monday,9,632.8281000000001
96 St (6),Monday,10,473.2440833333333
96 St (6),Monday,11,514.1010166666666
96 St (6),Monday,12,503.60919999999993
96 St (6),Monday,13,543.4369500000001
96 St (6),Monday,14,824.2782666666667
96 St (6),Monday,15,1195.9898583333334
96 St (6),Monday,16,1492.6299333333334
96 St (6),Monday,17,1441.9458416666666
96 St (6),Monday,18,813.0904999999999
96 St (6),Monday,19,577.4668583333333
96 St (6),Monday,20,324.18255000000005
96 St (6),Monday,21,207.4251416666667
96 St (6),Monday,22,147.06617500000002
96 St (6),Monday,23,122.31555833333334
96 St (6),Saturday,0,61.755291666666665
96 St (6),Saturday,1,23.987866666666662
96 St (6),Saturday,2,12.600341666666667
96 St (6),Saturday,3,9.82975
96 St (6),Saturday,4,9.852949999999998
96 St (6),Saturday,5,23.042875
96 St (6),Saturday,6,60.541349999999994
96 St (6),Saturday,7,184.35563333333334
96 St (6),Saturday,8,191.06948333333332
96 St (6),Saturday,9,235.5384
96 St (6),Saturday,10,291.50685
96 St (6),Saturday,11,343.74326666666667
96 St (6),Saturday,12,374.9043749999999
96 St (6),Saturday,13,381.60985
96 St (6),Saturday,14,392.27649999999994
96 St (6),Saturday,15,437.50101666666666
96 St (6),Saturday,16,426.0067833333333
96 St (6),Saturday,17,407.8086916666667
96 St (6),Saturday,18,391.98072499999995
96 St (6),Saturday,19,376.32952499999993
96 St (6),Saturday,20,255.92360833333336
96 St (6),Saturday,21,165.616875
96 St (6),Saturday,22,134.3158083333333
96 St (6),Saturday,23,112.47408333333334
96 St (6),Sunday,0,51.14694166666666
96 St (6),Sunday,1,22.11558333333333
96 St (6),Sunday,2,11.74156666666667
96 St (6),Sunday,3,9.002666666666668
96 St (6),Sunday,4,9.212508333333334
96 St (6),Sunday,5,18.871658333333336
96 St (6),Sunday,6,45.78290833333333
96 St (6),Sunday,7,141.71638333333334
96 St (6),Sunday,8,138.056025
96 St (6),Sunday,9,177.38719166666667
96 St (6),Sunday,10,255.07624166666668
