origin_station_complex_name,day_of_week,hour_of_day,avg(sum_estimated_average_ridership)
Fordham Rd (4),Saturday,5,130.23150833333332
Fordham Rd (4),Saturday,6,232.22290833333332
Fordham Rd (4),Saturday,7,274.29360833333334
Fordham Rd (4),Saturday,8,296.35795833333333
Fordham Rd (4),Saturday,9,264.3755916666667
Fordham Rd (4),Saturday,10,259.96236666666664
Fordham Rd (4),Saturday,11,246.05311666666663
Fordham Rd (4),Saturday,12,265.3506916666667
Fordham Rd (4),Saturday,13,302.0558833333333
Fordham Rd (4),Saturday,14,322.2000583333333
Fordham Rd (4),Saturday,15,304.53721666666667
Fordham Rd (4),Saturday,16,261.08059166666663
Fordham Rd (4),Saturday,17,233.922425
Fordham Rd (4),Saturday,18,209.12523333333334
Fordham Rd (4),Saturday,19,175.96297500000003
Fordham Rd (4),Saturday,20,144.39103333333333
Fordham Rd (4),Saturday,21,106.85585833333333
Fordham Rd (4),Saturday,22,80.45265833333333
Fordham Rd (4),Saturday,23,47.57943333333333
Fordham Rd (4),Sunday,0,32.21725
Fordham Rd (4),Sunday,1,18.147991666666666
Fordham Rd (4),Sunday,2,11.725508333333332
Fordham Rd (4),Sunday,3,17.850291666666667
Fordham Rd (4),Sunday,4,46.68777500000001
Fordham Rd (4),Sunday,5,95.33820000000001
Fordham Rd (4),Sunday,6,163.08691666666667
Fordham Rd (4),Sunday,7,199.34031666666667
Fordham Rd (4),Sunday,8,203.42109166666668
Fordham Rd (4),Sunday,9,211.384425
Fordham Rd (4),Sunday,10,224.27975
Fordham Rd (4),Sunday,11,203.98535
Fordham Rd (4),Sunday,12,214.43534166666666
Fordham Rd (4),Sunday,13,247.69915000000003
Fordham Rd (4),Sunday,14,262.946025
Fordham Rd (4),Sunday,15,245.91418333333334
Fordham Rd (4),Sunday,16,207.54974166666668
Fordham Rd (4),Sunday,17,185.2856416666667
Fordham Rd (4),Sunday,18,162.76375
Fordham Rd (4),Sunday,19,131.7705666666667
Fordham Rd (4),Sunday,20,101.87961666666668
Fordham Rd (4),Sunday,21,81.55017500000001
Fordham Rd (4),Sunday,22,64.84256666666667
Fordham Rd (4),Sunday,23,41.04669166666667
Fordham Rd (4),Thursday,0,22.393325000000004
Fordham Rd (4),Thursday,1,14.314966666666665
Fordham Rd (4),Thursday,2,12.758116666666666
Fordham Rd (4),Thursday,3,37.373016666666665
Fordham Rd (4),Thursday,4,87.05764166666667
Fordham Rd (4),Thursday,5,286.34904166666666
Fordham Rd (4),Thursday,6,414.5948166666667
Fordham Rd (4),Thursday,7,618.1012249999999
Fordham Rd (4),Thursday,8,584.7845250000001
Fordham Rd (4),Thursday,9,355.18315
Fordham Rd (4),Thursday,10,274.08363333333335
Fordham Rd (4),Thursday,11,253.0643666666667
Fordham Rd (4),Thursday,12,274.8813666666667
Fordham Rd (4),Thursday,13,312.3847166666667
Fordham Rd (4),Thursday,14,362.159375
Fordham Rd (4),Thursday,15,380.78515
Fordham Rd (4),Thursday,16,344.5718833333333
Fordham Rd (4),Thursday,17,331.961525
Fordham Rd (4),Thursday,18,234.73595000000003
Fordham Rd (4),Thursday,19,190.1848
Fordham Rd (4),Thursday,20,149.59018333333333
Fordham Rd (4),Thursday,21,100.27176666666666
Fordham Rd (4),Thursday,22,76.29297500000001
Fordham Rd (4),Thursday,23,46.564249999999994
Fordham Rd (4),Tuesday,0,25.4114
Fordham Rd (4),Tuesday,1,13.125749999999998
Fordham Rd (4),Tuesday,2,13.500675
Fordham Rd (4),Tuesday,3,39.966166666666666
Fordham Rd (4),Tuesday,4,92.68220000000001
Fordham Rd (4),Tuesday,5,292.9603916666666
Fordham Rd (4),Tuesday,6,426.8945833333334
Fordham Rd (4),Tuesday,7,624.6809333333334
Fordham Rd (4),Tuesday,8,593.1078416666667
Fordham Rd (4),Tuesday,9,364.692225
Fordham Rd (4),Tuesday,10,269.71379999999994
Fordham Rd (4),Tuesday,11,249.3872666666667
Fordham Rd (4),Tuesday,12,282.92049166666663
Fordham Rd (4),Tuesday,13,306.8140916666667
Fordham Rd (4),Tuesday,14,368.79154166666666
Fordham Rd (4),Tuesday,15,382.86584166666665
Fordham Rd (4),Tuesday,16,346.77146666666664
Fordham Rd (4),Tuesday,17,323.71397500000006
Fordham Rd (4),Tuesday,18,228.86991666666668
Fordham Rd (4),Tuesday,19,173.1582583333333
Fordham Rd (4),Tuesday,20,145.21786666666665
Fordham Rd (4),Tuesday,21,98.74706666666664
Fordham Rd (4),Tuesday,22,70.30613333333334
Fordham Rd (4),Tuesday,23,46.930991666666664
Fordham Rd (4),Wednesday,0,24.695808333333336
Fordham Rd (4),Wednesday,1,13.071674999999999
Fordham Rd (4),Wednesday,2,13.733749999999999
Fordham Rd (4),Wednesday,3,38.62481666666667
Fordham Rd (4),Wednesday,4,91.84448333333334
Fordham Rd (4),Wednesday,5,297.09844166666664
Fordham Rd (4),Wednesday,6,428.156575
Fordham Rd (4),Wednesday,7,636.3039666666667
Fordham Rd (4),Wednesday,8,602.7951666666667
Fordham Rd (4),Wednesday,9,360.3779416666667
Fordham Rd (4),Wednesday,10,274.00803333333334
Fordham Rd (4),Wednesday,11,248.42354999999998
Fordham Rd (4),Wednesday,12,285.512275
Fordham Rd (4),Wednesday,13,319.375325
Fordham Rd (4),Wednesday,14,346.29805000000005
Fordham Rd (4),Wednesday,15,371.1735833333333
Fordham Rd (4),Wednesday,16,338.3537833333333
Fordham Rd (4),Wednesday,17,321.46005833333334
Fordham Rd (4),Wednesday,18,221.10175833333335
Fordham Rd (4),Wednesday,19,182.83596666666668
Fordham Rd (4),Wednesday,20,143.40681666666666
Fordham Rd (4),Wednesday,21,105.66871666666667
Fordham Rd (4),Wednesday,22,71.20111666666666
Fordham Rd (4),Wednesday,23,44.48876666666667
"Fordham Rd (B,D)",Friday,0,16.533549999999998
"Fordham Rd (B,D)",Friday,1,10.583675
"Fordham Rd (B,D)",Friday,2,7.658383333333334
"Fordham Rd (B,D)",Friday,3,22.379158333333336
"Fordham Rd (B,D)",Friday,4,59.81142500000001
"Fordham Rd (B,D)",Friday,5,246.50688333333332
"Fordham Rd (B,D)",Friday,6,423.7650833333334
"Fordham Rd (B,D)",Friday,7,660.9395833333333
"Fordham Rd (B,D)",Friday,8,590.2645999999999
"Fordham Rd (B,D)",Friday,9,293.0561666666666
"Fordham Rd (B,D)",Friday,10,241.498375
"Fordham Rd (B,D)",Friday,11,219.14025833333335
"Fordham Rd (B,D)",Friday,12,239.013675
"Fordham Rd (B,D)",Friday,13,294.6327333333333
"Fordham Rd (B,D)",Friday,14,341.47279166666664
"Fordham Rd (B,D)",Friday,15,385.1802333333333
"Fordham Rd (B,D)",Friday,16,390.80736666666667
"Fordham Rd (B,D)",Friday,17,347.989
"Fordham Rd (B,D)",Friday,18,240.58359166666665
"Fordham Rd (B,D)",Friday,19,177.07185833333332
"Fordham Rd (B,D)",Friday,20,125.60346666666668
"Fordham Rd (B,D)",Friday,21,89.57146666666667
"Fordham Rd (B,D)",Friday,22,65.98934166666668
"Fordham Rd (B,D)",Friday,23,34.03411666666666
"Fordham Rd (B,D)",Monday,0,12.604450000000002
"Fordham Rd (B,D)",Monday,1,9.366324999999998
"Fordham Rd (B,D)",Monday,2,7.072775
"Fordham Rd (B,D)",Monday,3,17.570958333333333
"Fordham Rd (B,D)",Monday,4,52.1258
"Fordham Rd (B,D)",Monday,5,232.79789166666663
"Fordham Rd (B,D)",Monday,6,412.92467500000004
"Fordham Rd (B,D)",Monday,7,617.8571416666666
"Fordham Rd (B,D)",Monday,8,583.9726333333334
"Fordham Rd (B,D)",Monday,9,283.6426583333333
"Fordham Rd (B,D)",Monday,10,221.76835000000003
"Fordham Rd (B,D)",Monday,11,205.68475
"Fordham Rd (B,D)",Monday,12,217.61298333333335
"Fordham Rd (B,D)",Monday,13,254.60154166666666
"Fordham Rd (B,D)",Monday,14,281.68221666666665
"Fordham Rd (B,D)",Monday,15,320.7203416666667
"Fordham Rd (B,D)",Monday,16,363.2215416666666
"Fordham Rd (B,D)",Monday,17,343.0675833333333
"Fordham Rd (B,D)",Monday,18,204.53189166666667
"Fordham Rd (B,D)",Monday,19,152.7699083333333
"Fordham Rd (B,D)",Monday,20,116.730275
"Fordham Rd (B,D)",Monday,21,91.13883333333332
"Fordham Rd (B,D)",Monday,22,46.92540833333334
"Fordham Rd (B,D)",Monday,23,30.875650000000004
"Fordham Rd (B,D)",Saturday,0,17.909316666666665
"Fordham Rd (B,D)",Saturday,1,13.25441666666667
"Fordham Rd (B,D)",Saturday,2,8.470991666666668
"Fordham Rd (B,D)",Saturday,3,12.798258333333331
"Fordham Rd (B,D)",Saturday,4,31.620991666666665
"Fordham Rd (B,D)",Saturday,5,91.4061416666667
"Fordham Rd (B,D)",Saturday,6,150.38826666666668
"Fordham Rd (B,D)",Saturday,7,185.2432083333333
"Fordham Rd (B,D)",Saturday,8,190.51878333333335
"Fordham Rd (B,D)",Saturday,9,148.65034166666666
"Fordham Rd (B,D)",Saturday,10,152.10121666666666
"Fordham Rd (B,D)",Saturday,11,154.05816666666666
"Fordham Rd (B,D)",Saturday,12,171.23760833333336
"Fordham Rd (B,D)",Saturday,13,197.272925
"Fordham Rd (B,D)",Saturday,14,228.41846666666663
"Fordham Rd (B,D)",Saturday,15,207.698225
"Fordham Rd (B,D)",Saturday,16,185.5948833333333
"Fordham Rd (B,D)",Saturday,17,166.46212500000001
"Fordham Rd (B,D)",Saturday,18,140.38133333333334
"Fordham Rd (B,D)",Saturday,19,121.97788333333334
"Fordham Rd (B,D)",Saturday,20,99.37031666666667
"Fordham Rd (B,D)",Saturday,21,70.80171666666666
"Fordham Rd (B,D)",Saturday,22,54.078583333333334
"Fordham Rd (B,D)",Saturday,23,28.470991666666663
"Fordham Rd (B,D)",Sunday,0,17.979366666666667
"Fordham Rd (B,D)",Sunday,1,13.512033333333333
"Fordham Rd (B,D)",Sunday,2,11.062350000000002
"Fordham Rd (B,D)",Sunday,3,10.045791666666666
"Fordham Rd (B,D)",Sunday,4,23.52814166666667
"Fordham Rd (B,D)",Sunday,5,66.46787499999999
"Fordham Rd (B,D)",Sunday,6,116.58027500000001
"Fordham Rd (B,D)",Sunday,7,127.5707666666667
"Fordham Rd (B,D)",Sunday,8,133.39649166666666
"Fordham Rd (B,D)",Sunday,9,117.66392499999996
"Fordham Rd (B,D)",Sunday,10,122.84756666666665
"Fordham Rd (B,D)",Sunday,11,120.41972500000003
"Fordham Rd (B,D)",Sunday,12,131.59624166666666
"Fordham Rd (B,D)",Sunday,13,161.08565833333333
"Fordham Rd (B,D)",Sunday,14,174.17488333333333
"Fordham Rd (B,D)",Sunday,15,157.32063333333335
"Fordham Rd (B,D)",Sunday,16,136.3272916666667
"Fordham Rd (B,D)",Sunday,17,121.74778333333335
"Fordham Rd (B,D)",Sunday,18,109.86165
"Fordham Rd (B,D)",Sunday,19,84.30665
"Fordham Rd (B,D)",Sunday,20,62.83619166666666
"Fordham Rd (B,D)",Sunday,21,56.32255000000001
"Fordham Rd (B,D)",Sunday,22,37.92315
"Fordham Rd (B,D)",Sunday,23,22.219758333333335
"Fordham Rd (B,D)",Thursday,0,19.17076666666667
"Fordham Rd (B,D)",Thursday,1,9.367766666666666
"Fordham Rd (B,D)",Thursday,2,6.942016666666667
"Fordham Rd (B,D)",Thursday,3,21.86318333333333
"Fordham Rd (B,D)",Thursday,4,61.92106666666667
"Fordham Rd (B,D)",Thursday,5,251.44145000000006
"Fordham Rd (B,D)",Thursday,6,448.7892749999999
"Fordham Rd (B,D)",Thursday,7,704.0505416666668
"Fordham Rd (B,D)",Thursday,8,654.5511083333332
"Fordham Rd (B,D)",Thursday,9,301.22211666666664
"Fordham Rd (B,D)",Thursday,10,236.892025
"Fordham Rd (B,D)",Thursday,11,216.07190833333334
"Fordham Rd (B,D)",Thursday,12,238.30183333333332
"Fordham Rd (B,D)",Thursday,13,272.39730833333334
"Fordham Rd (B,D)",Thursday,14,318.01522500000004
"Fordham Rd (B,D)",Thursday,15,356.3803083333334
"Fordham Rd (B,D)",Thursday,16,386.5724666666667
"Fordham Rd (B,D)",Thursday,17,366.20000000000005
"Fordham Rd (B,D)",Thursday,18,212.6479416666666
"Fordham Rd (B,D)",Thursday,19,168.11175833333337
"Fordham Rd (B,D)",Thursday,20,123.56939166666668
"Fordham Rd (B,D)",Thursday,21,96.62155833333333
"Fordham Rd (B,D)",Thursday,22,58.661958333333324
"Fordham Rd (B,D)",Thursday,23,30.820766666666668
"Fordham Rd (B,D)",Tuesday,0,15.000091666666668
"Fordham Rd (B,D)",Tuesday,1,9.686433333333333
"Fordham Rd (B,D)",Tuesday,2,7.283433333333334
"Fordham Rd (B,D)",Tuesday,3,19.890441666666668
"Fordham Rd (B,D)",Tuesday,4,63.57053333333332
"Fordham Rd (B,D)",Tuesday,5,251.73988333333332
"Fordham Rd (B,D)",Tuesday,6,462.8694
"Fordham Rd (B,D)",Tuesday,7,705.9518166666667
"Fordham Rd (B,D)",Tuesday,8,666.353725
"Fordham Rd (B,D)",Tuesday,9,308.9290666666667
"Fordham Rd (B,D)",Tuesday,10,245.58243333333334
"Fordham Rd (B,D)",Tuesday,11,207.82073333333335
"Fordham Rd (B,D)",Tuesday,12,235.32814166666662
"Fordham Rd (B,D)",Tuesday,13,275.38414166666666
"Fordham Rd (B,D)",Tuesday,14,320.9948333333333
"Fordham Rd (B,D)",Tuesday,15,359.2241166666667
"Fordham Rd (B,D)",Tuesday,16,377.62964166666666
"Fordham Rd (B,D)",Tuesday,17,356.83627499999994
"Fordham Rd (B,D)",Tuesday,18,214.80693333333338
"Fordham Rd (B,D)",Tuesday,19,154.58754166666665
"Fordham Rd (B,D)",Tuesday,20,120.04977500000003
"Fordham Rd (B,D)",Tuesday,21,91.20573333333334
"Fordham Rd (B,D)",Tuesday,22,51.12455833333333
"Fordham Rd (B,D)",Tuesday,23,33.86193333333333
"Fordham Rd (B,D)",Wednesday,0,17.149766666666668
"Fordham Rd (B,D)",Wednesday,1,10.008474999999999
"Fordham Rd (B,D)",Wednesday,2,7.754358333333332
"Fordham Rd (B,D)",Wednesday,3,22.01471666666666
"Fordham Rd (B,D)",Wednesday,4,65.89695833333333
"Fordham Rd (B,D)",Wednesday,5,251.192675
"Fordham Rd (B,D)",Wednesday,6,457.07753333333335
"Fordham Rd (B,D)",Wednesday,7,721.3048749999999
"Fordham Rd (B,D)",Wednesday,8,673.0346666666668
"Fordham Rd (B,D)",Wednesday,9,314.7545333333333
"Fordham Rd (B,D)",Wednesday,10,245.80545000000004
"Fordham Rd (B,D)",Wednesday,11,224.900725
"Fordham Rd (B,D)",Wednesday,12,243.02206666666675
"Fordham Rd (B,D)",Wednesday,13,286.94246666666663
"Fordham Rd (B,D)",Wednesday,14,321.87965833333334
"Fordham Rd (B,D)",Wednesday,15,360.5954083333333
"Fordham Rd (B,D)",Wednesday,16,392.38694166666664
"Fordham Rd (B,D)",Wednesday,17,369.89421666666664
"Fordham Rd (B,D)",Wednesday,18,223.05495
"Fordham Rd (B,D)",Wednesday,19,160.4801
"Fordham Rd (B,D)",Wednesday,20,126.26783333333333
"Fordham Rd (B,D)",Wednesday,21,91.51476666666667
"Fordham Rd (B,D)",Wednesday,22,55.07548333333333
"Fordham Rd (B,D)",Wednesday,23,33.56298333333333
Forest Av (M),Friday,0,7.445875
Forest Av (M),Friday,1,4.491666666666667
Forest Av (M),Friday,2,2.90835
Forest Av (M),Friday,3,3.7710500000000002
Forest Av (M),Friday,4,17.438241666666666
Forest Av (M),Friday,5,163.18285833333334
Forest Av (M),Friday,6,289.8835
Forest Av (M),Friday,7,457.89688333333334
Forest Av (M),Friday,8,399.3002166666667
Forest Av (M),Friday,9,227.58758333333333
Forest Av (M),Friday,10,162.8938666666667
Forest Av (M),Friday,11,134.73468333333335
Forest Av (M),Friday,12,130.39118333333334
Forest Av (M),Friday,13,142.37527500000002
Forest Av (M),Friday,14,163.73615833333335
Forest Av (M),Friday,15,155.52472500000002
Forest Av (M),Friday,16,134.41521666666668
Forest Av (M),Friday,17,146.2067
Forest Av (M),Friday,18,133.7442
Forest Av (M),Friday,19,92.73231666666668
Forest Av (M),Friday,20,68.38629166666668
Forest Av (M),Friday,21,48.62506666666667
Forest Av (M),Friday,22,40.614650000000005
Forest Av (M),Friday,23,24.25414166666667
Forest Av (M),Monday,0,5.537624999999999
Forest Av (M),Monday,1,3.3413833333333334
Forest Av (M),Monday,2,2.01665
Forest Av (M),Monday,3,3.158091666666667
Forest Av (M),Monday,4,17.650000000000002
Forest Av (M),Monday,5,173.22813333333332
Forest Av (M),Monday,6,286.4259416666667
Forest Av (M),Monday,7,474.3524750000001
Forest Av (M),Monday,8,448.4369333333334
Forest Av (M),Monday,9,235.65206666666666
Forest Av (M),Monday,10,156.54980000000003
Forest Av (M),Monday,11,125.78001666666667
Forest Av (M),Monday,12,116.42941666666668
Forest Av (M),Monday,13,129.46053333333336
Forest Av (M),Monday,14,142.65310833333334
Forest Av (M),Monday,15,131.61771666666667
Forest Av (M),Monday,16,110.61229166666668
Forest Av (M),Monday,17,116.70688333333332
Forest Av (M),Monday,18,84.39081666666668
Forest Av (M),Monday,19,57.85073333333333
Forest Av (M),Monday,20,44.31231666666667
Forest Av (M),Monday,21,29.368333333333336
Forest Av (M),Monday,22,25.166608333333333
Forest Av (M),Monday,23,8.633016666666668
Forest Av (M),Saturday,0,11.892000000000001
Forest Av (M),Saturday,1,6.604266666666667
Forest Av (M),Saturday,2,3.4875416666666665
Forest Av (M),Saturday,3,3.9292000000000002
Forest Av (M),Saturday,4,11.125433333333334
Forest Av (M),Saturday,5,29.882625
Forest Av (M),Saturday,6,58.962033333333345
Forest Av (M),Saturday,7,85.67136666666669
Forest Av (M),Saturday,8,98.37352500000001
Forest Av (M),Saturday,9,118.11893333333335
Forest Av (M),Saturday,10,114.8488
Forest Av (M),Saturday,11,133.04203333333334
Forest Av (M),Saturday,12,130.11691666666667
Forest Av (M),Saturday,13,134.68028333333334
Forest Av (M),Saturday,14,130.88386666666668
Forest Av (M),Saturday,15,108.40634166666666
Forest Av (M),Saturday,16,94.58285
Forest Av (M),Saturday,17,97.72250833333332
Forest Av (M),Saturday,18,91.62805833333334
Forest Av (M),Saturday,19,72.73025000000001
Forest Av (M),Saturday,20,55.42678333333333
Forest Av (M),Saturday,21,45.803341666666675
Forest Av (M),Saturday,22,31.955166666666667
Forest Av (M),Saturday,23,20.568933333333337
Forest Av (M),Sunday,0,9.358758333333332
Forest Av (M),Sunday,1,5.170966666666666
Forest Av (M),Sunday,2,2.587308333333334
Forest Av (M),Sunday,3,3.283366666666667
Forest Av (M),Sunday,4,7.837724999999999
Forest Av (M),Sunday,5,21.841491666666666
Forest Av (M),Sunday,6,33.650508333333335
Forest Av (M),Sunday,7,54.00545
Forest Av (M),Sunday,8,77.87546666666667
Forest Av (M),Sunday,9,93.0134
Forest Av (M),Sunday,10,99.83303333333333
Forest Av (M),Sunday,11,109.90837500000002
Forest Av (M),Sunday,12,111.76375
Forest Av (M),Sunday,13,119.39284166666665
Forest Av (M),Sunday,14,103.73485833333332
Forest Av (M),Sunday,15,85.83851666666665
Forest Av (M),Sunday,16,73.28716666666666
Forest Av (M),Sunday,17,67.32448333333333
Forest Av (M),Sunday,18,58.396449999999994
Forest Av (M),Sunday,19,42.97353333333333
Forest Av (M),Sunday,20,38.13785000000001
Forest Av (M),Sunday,21,29.402008333333338
Forest Av (M),Sunday,22,23.671458333333334
Forest Av (M),Sunday,23,11.10015
Forest Av (M),Thursday,0,5.037641666666667
Forest Av (M),Thursday,1,3.0582
Forest Av (M),Thursday,2,2.6249499999999997
Forest Av (M),Thursday,3,4.241691666666666
Forest Av (M),Thursday,4,20.383366666666664
Forest Av (M),Thursday,5,178.34523333333334
Forest Av (M),Thursday,6,306.7639166666667
Forest Av (M),Thursday,7,526.4051166666667
Forest Av (M),Thursday,8,525.6200916666668
Forest Av (M),Thursday,9,293.81936666666667
Forest Av (M),Thursday,10,174.22298333333333
Forest Av (M),Thursday,11,136.72943333333333
Forest Av (M),Thursday,12,128.7040916666667
Forest Av (M),Thursday,13,140.47781666666666
Forest Av (M),Thursday,14,157.6313833333333
Forest Av (M),Thursday,15,153.0315166666667
Forest Av (M),Thursday,16,127.73450833333334
Forest Av (M),Thursday,17,136.821825
Forest Av (M),Thursday,18,110.77104999999999
Forest Av (M),Thursday,19,78.52669999999999
Forest Av (M),Thursday,20,56.162658333333326
Forest Av (M),Thursday,21,34.298233333333336
Forest Av (M),Thursday,22,29.977508333333333
Forest Av (M),Thursday,23,15.302466666666668
Forest Av (M),Tuesday,0,4.862516666666667
Forest Av (M),Tuesday,1,1.9270333333333332
Forest Av (M),Tuesday,2,2.754116666666667
Forest Av (M),Tuesday,3,4.0623249999999995
Forest Av (M),Tuesday,4,20.50128333333333
Forest Av (M),Tuesday,5,186.53878333333333
Forest Av (M),Tuesday,6,316.9861416666667
Forest Av (M),Tuesday,7,555.9371083333333
Forest Av (M),Tuesday,8,551.7112833333333
Forest Av (M),Tuesday,9,300.479675
Forest Av (M),Tuesday,10,172.7118833333333
Forest Av (M),Tuesday,11,132.62701666666666
Forest Av (M),Tuesday,12,118.56080000000001
Forest Av (M),Tuesday,13,134.39086666666665
Forest Av (M),Tuesday,14,157.74889999999996
Forest Av (M),Tuesday,15,137.48481666666666
Forest Av (M),Tuesday,16,117.36319166666664
Forest Av (M),Tuesday,17,127.44335833333334
Forest Av (M),Tuesday,18,101.066775
Forest Av (M),Tuesday,19,67.64429166666666
Forest Av (M),Tuesday,20,46.85049999999999
Forest Av (M),Tuesday,21,29.828483333333335
Forest Av (M),Tuesday,22,25.638391666666664
Forest Av (M),Tuesday,23,9.916816666666666
Forest Av (M),Wednesday,0,4.833641666666667
Forest Av (M),Wednesday,1,2.720825
Forest Av (M),Wednesday,2,2.579116666666667
Forest Av (M),Wednesday,3,3.8458249999999996
Forest Av (M),Wednesday,4,20.834783333333334
Forest Av (M),Wednesday,5,181.85396666666668
Forest Av (M),Wednesday,6,315.32684166666667
Forest Av (M),Wednesday,7,567.111225
Forest Av (M),Wednesday,8,540.4539249999999
Forest Av (M),Wednesday,9,300.6947333333333
Forest Av (M),Wednesday,10,176.98890833333334
Forest Av (M),Wednesday,11,136.52286666666666
Forest Av (M),Wednesday,12,125.631725
Forest Av (M),Wednesday,13,131.4308
Forest Av (M),Wednesday,14,155.94346666666664
Forest Av (M),Wednesday,15,144.03181666666663
Forest Av (M),Wednesday,16,120.488975
Forest Av (M),Wednesday,17,123.00905000000002
Forest Av (M),Wednesday,18,102.16886666666664
Forest Av (M),Wednesday,19,66.575825
Forest Av (M),Wednesday,20,44.648824999999995
Forest Av (M),Wednesday,21,29.142633333333333
Forest Av (M),Wednesday,22,23.54224166666667
Forest Av (M),Wednesday,23,9.991716666666665
"Forest Hills-71 Av (E,F,M,R)",Friday,0,59.991216666666666
"Forest Hills-71 Av (E,F,M,R)",Friday,1,20.2746
"Forest Hills-71 Av (E,F,M,R)",Friday,2,18.9959
"Forest Hills-71 Av (E,F,M,R)",Friday,3,30.927325000000007
"Forest Hills-71 Av (E,F,M,R)",Friday,4,75.06345833333333
"Forest Hills-71 Av (E,F,M,R)",Friday,5,422.7883416666666
"Forest Hills-71 Av (E,F,M,R)",Friday,6,976.5941166666668
"Forest Hills-71 Av (E,F,M,R)",Friday,7,1864.9157000000002
"Forest Hills-71 Av (E,F,M,R)",Friday,8,1974.0070749999995
"Forest Hills-71 Av (E,F,M,R)",Friday,9,1264.8275333333333
"Forest Hills-71 Av (E,F,M,R)",Friday,10,894.1302166666668
"Forest Hills-71 Av (E,F,M,R)",Friday,11,824.2898583333332
"Forest Hills-71 Av (E,F,M,R)",Friday,12,847.3954500000001
"Forest Hills-71 Av (E,F,M,R)",Friday,13,939.6888333333333
"Forest Hills-71 Av (E,F,M,R)",Friday,14,995.1985583333334
"Forest Hills-71 Av (E,F,M,R)",Friday,15,1055.2799083333332
"Forest Hills-71 Av (E,F,M,R)",Friday,16,1151.6366
"Forest Hills-71 Av (E,F,M,R)",Friday,17,1216.7013333333332
"Forest Hills-71 Av (E,F,M,R)",Friday,18,916.2375083333333
"Forest Hills-71 Av (E,F,M,R)",Friday,19,625.8479000000001
"Forest Hills-71 Av (E,F,M,R)",Friday,20,453.6316833333333
"Forest Hills-71 Av (E,F,M,R)",Friday,21,396.98135
"Forest Hills-71 Av (E,F,M,R)",Friday,22,666.0311916666667
"Forest Hills-71 Av (E,F,M,R)",Friday,23,195.46044166666664
"Forest Hills-71 Av (E,F,M,R)",Monday,0,52.920958333333324
"Forest Hills-71 Av (E,F,M,R)",Monday,1,20.762483333333336
"Forest Hills-71 Av (E,F,M,R)",Monday,2,16.46673333333333
"Forest Hills-71 Av (E,F,M,R)",Monday,3,29.50610833333333
"Forest Hills-71 Av (E,F,M,R)",Monday,4,77.35988333333334
"Forest Hills-71 Av (E,F,M,R)",Monday,5,428.14982499999996
"Forest Hills-71 Av (E,F,M,R)",Monday,6,1026.6071166666668
"Forest Hills-71 Av (E,F,M,R)",Monday,7,2046.8406749999997
"Forest Hills-71 Av (E,F,M,R)",Monday,8,2402.447908333333
"Forest Hills-71 Av (E,F,M,R)",Monday,9,1351.1749416666669
"Forest Hills-71 Av (E,F,M,R)",Monday,10,882.4542166666666
"Forest Hills-71 Av (E,F,M,R)",Monday,11,792.7075749999999
"Forest Hills-71 Av (E,F,M,R)",Monday,12,791.8888416666667
"Forest Hills-71 Av (E,F,M,R)",Monday,13,852.8944999999999
"Forest Hills-71 Av (E,F,M,R)",Monday,14,893.7635999999999
"Forest Hills-71 Av (E,F,M,R)",Monday,15,948.2760750000001
"Forest Hills-71 Av (E,F,M,R)",Monday,16,1064.7441000000001
"Forest Hills-71 Av (E,F,M,R)",Monday,17,1150.647083333333
"Forest Hills-71 Av (E,F,M,R)",Monday,18,843.7502166666668
"Forest Hills-71 Av (E,F,M,R)",Monday,19,570.9195333333333
"Forest Hills-71 Av (E,F,M,R)",Monday,20,397.200275
"Forest Hills-71 Av (E,F,M,R)",Monday,21,293.58817500000004
"Forest Hills-71 Av (E,F,M,R)",Monday,22,197.7958166666667
"Forest Hills-71 Av (E,F,M,R)",Monday,23,102.95233333333334
"Forest Hills-71 Av (E,F,M,R)",Saturday,0,88.04799166666668
"Forest Hills-71 Av (E,F,M,R)",Saturday,1,39.576191666666666
"Forest Hills-71 Av (E,F,M,R)",Saturday,2,18.8335
"Forest Hills-71 Av (E,F,M,R)",Saturday,3,20.44581666666667
"Forest Hills-71 Av (E,F,M,R)",Saturday,4,41.56995833333334
"Forest Hills-71 Av (E,F,M,R)",Saturday,5,135.82539166666666
"Forest Hills-71 Av (E,F,M,R)",Saturday,6,258.401075
"Forest Hills-71 Av (E,F,M,R)",Saturday,7,443.73729166666664
"Forest Hills-71 Av (E,F,M,R)",Saturday,8,574.75295
"Forest Hills-71 Av (E,F,M,R)",Saturday,9,649.347475
"Forest Hills-71 Av (E,F,M,R)",Saturday,10,668.8318583333333
"Forest Hills-71 Av (E,F,M,R)",Saturday,11,723.4325166666666
"Forest Hills-71 Av (E,F,M,R)",Saturday,12,821.5495416666668
"Forest Hills-71 Av (E,F,M,R)",Saturday,13,807.8188
"Forest Hills-71 Av (E,F,M,R)",Saturday,14,787.5074916666667
"Forest Hills-71 Av (E,F,M,R)",Saturday,15,780.3609499999999
"Forest Hills-71 Av (E,F,M,R)",Saturday,16,727.086375
"Forest Hills-71 Av (E,F,M,R)",Saturday,17,673.8726250000001
"Forest Hills-71 Av (E,F,M,R)",Saturday,18,579.3437
"Forest Hills-71 Av (E,F,M,R)",Saturday,19,480.7957916666667
