year,month,day_of_week,hour_of_day,timestamp,origin_station_complex_id,origin_station_complex_name,origin_latitude,origin_longitude,destination_station_complex_id,destination_station_complex_name,destination_latitude,destination_longitude,estimated_average_ridership,origin_point,destination_point
2024,4,Monday,18,2024-04-08T18:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,452.8928,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Monday,19,2024-04-08T19:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,210.8008,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Monday,20,2024-04-08T20:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,106.853,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Monday,21,2024-04-08T21:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,60.608,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Monday,22,2024-04-08T22:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,41.071,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Monday,23,2024-04-08T23:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,15.6652,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,0,2024-04-09T00:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,7.7418,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,1,2024-04-09T01:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,4.1608,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,2,2024-04-09T02:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.7014,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,3,2024-04-09T03:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.509,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,4,2024-04-09T04:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.5124,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,5,2024-04-09T05:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,54.3756,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,6,2024-04-09T06:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,230.144,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,7,2024-04-09T07:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,900.4796,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,8,2024-04-09T08:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,1587.7926,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,9,2024-04-09T09:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,722.2206,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,10,2024-04-09T10:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,244.8358,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,11,2024-04-09T11:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,182.7486,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,12,2024-04-09T12:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,154.575,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,13,2024-04-09T13:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,146.4422,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,14,2024-04-09T14:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,159.0056,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,15,2024-04-09T15:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,208.0604,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,16,2024-04-09T16:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,360.766,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,17,2024-04-09T17:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,783.4204,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,18,2024-04-09T18:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,577.0648,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,19,2024-04-09T19:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,269.9232,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,20,2024-04-09T20:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,117.3058,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,21,2024-04-09T21:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,77.0082,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,22,2024-04-09T22:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,48.8934,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Tuesday,23,2024-04-09T23:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,19.935,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,0,2024-04-10T00:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,8.8975,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,1,2024-04-10T01:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,2.818,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,3,2024-04-10T03:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.3573,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,4,2024-04-10T04:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.578,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,5,2024-04-10T05:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,47.2168,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,6,2024-04-10T06:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,220.5848,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,7,2024-04-10T07:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,870.2415,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,8,2024-04-10T08:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,1565.5325,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,9,2024-04-10T09:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,749.1137,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,10,2024-04-10T10:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,274.3025,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,11,2024-04-10T11:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,181.2357,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,12,2024-04-10T12:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,168.0458,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,13,2024-04-10T13:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,155.0017,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,14,2024-04-10T14:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,172.3525,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,15,2024-04-10T15:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,195.7472,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,16,2024-04-10T16:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,343.489,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,17,2024-04-10T17:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,723.2705,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,18,2024-04-10T18:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,564.142,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,19,2024-04-10T19:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,254.7235,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,20,2024-04-10T20:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,137.7937,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,21,2024-04-10T21:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,77.0495,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,22,2024-04-10T22:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,46.9227,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Wednesday,23,2024-04-10T23:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,26.7048,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,0,2024-04-11T00:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,6.2417,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,1,2024-04-11T01:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,1.206,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,2,2024-04-11T02:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.633,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,3,2024-04-11T03:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.6595,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,4,2024-04-11T04:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.3332,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,5,2024-04-11T05:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,45.1363,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,6,2024-04-11T06:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,199.5588,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,7,2024-04-11T07:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,743.5938,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,8,2024-04-11T08:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,1362.199,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,9,2024-04-11T09:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,767.745,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,10,2024-04-11T10:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,241.8943,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,11,2024-04-11T11:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,194.5277,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,12,2024-04-11T12:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,155.6057,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,13,2024-04-11T13:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,179.7595,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,14,2024-04-11T14:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,188.0728,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,15,2024-04-11T15:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,184.207,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,16,2024-04-11T16:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,314.1263,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,17,2024-04-11T17:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,654.2845,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,18,2024-04-11T18:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,490.108,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,19,2024-04-11T19:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,247.2285,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,20,2024-04-11T20:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,138.8325,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,21,2024-04-11T21:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,73.6735,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,22,2024-04-11T22:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,52.6627,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Thursday,23,2024-04-11T23:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,29.473,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Friday,0,2024-04-12T00:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,10.6155,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Friday,1,2024-04-12T01:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,2.3907,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Friday,2,2024-04-12T02:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,1.8817,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Friday,3,2024-04-12T03:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.5938,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
2024,4,Friday,4,2024-04-12T04:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,0.9878,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-74.007838, 40.710089]}"
