station,month,avg_ridership
69 St (7),9,361.37815952380964
69 St (7),10,361.8314654761905
69 St (7),11,347.12681250000014
69 St (7),12,335.76622142857127
"7 Av (B,Q)",1,432.7894380952381
"7 Av (B,Q)",2,521.8488023809524
"7 Av (B,Q)",3,478.2973828111306
"7 Av (B,Q)",4,544.6644678571429
"7 Av (B,Q)",5,547.620107738095
"7 Av (B,Q)",6,534.2886583333334
"7 Av (B,Q)",7,421.36696607142846
"7 Av (B,Q)",8,445.28762440476197
"7 Av (B,Q)",9,529.0794928571429
"7 Av (B,Q)",10,496.7239410714284
"7 Av (B,Q)",11,513.0731946428572
"7 Av (B,Q)",12,488.2289535714284
"7 Av (E,B,D)",1,898.5478303571431
"7 Av (E,B,D)",2,883.259150595238
"7 Av (E,B,D)",3,1045.8567422619049
"7 Av (E,B,D)",4,1036.8505904761905
"7 Av (E,B,D)",5,1017.9448053571426
"7 Av (E,B,D)",6,1058.3975755952383
"7 Av (E,B,D)",7,926.6929029761902
"7 Av (E,B,D)",8,915.9327107142858
"7 Av (E,B,D)",9,1010.0838095238091
"7 Av (E,B,D)",10,1105.233944047619
"7 Av (E,B,D)",11,984.658198214286
"7 Av (E,B,D)",12,1079.485497619048
"7 Av (F,G)",1,642.3674416666668
"7 Av (F,G)",2,625.9364345238095
"7 Av (F,G)",3,689.1809303571429
"7 Av (F,G)",4,666.775786904762
"7 Av (F,G)",5,692.0886380952379
"7 Av (F,G)",6,674.0257160714286
"7 Av (F,G)",7,504.85362023809535
"7 Av (F,G)",8,493.1191047619046
"7 Av (F,G)",9,678.1845874999999
"7 Av (F,G)",10,699.3763494047619
"7 Av (F,G)",11,682.475025595238
"7 Av (F,G)",12,632.753975595238
71 St (D),1,234.08612202380954
71 St (D),2,238.98935952380953
71 St (D),3,255.96841190476195
71 St (D),4,245.02074940476194
71 St (D),5,257.51264642857143
71 St (D),6,252.57160476190472
71 St (D),7,218.1797107142857
71 St (D),8,221.5392785714285
71 St (D),9,269.7584779761905
71 St (D),10,273.6277255952381
71 St (D),11,262.8262494047619
71 St (D),12,256.3543726190476
"72 St (1,2,3)",1,1898.1936071428568
"72 St (1,2,3)",2,2420.9804029761895
"72 St (1,2,3)",3,2327.303105952382
"72 St (1,2,3)",4,2301.3950898809517
"72 St (1,2,3)",5,2307.3429982142857
"72 St (1,2,3)",6,2245.6292898809515
"72 St (1,2,3)",7,1845.1110619047622
"72 St (1,2,3)",8,1871.0249803571423
"72 St (1,2,3)",9,2359.5211708333345
"72 St (1,2,3)",10,2466.5134982142854
"72 St (1,2,3)",11,2566.4648130952387
"72 St (1,2,3)",12,2252.345970238095
"72 St (C,B)",1,574.7955482142856
"72 St (C,B)",2,511.98854166666695
"72 St (C,B)",3,571.1213416666668
"72 St (C,B)",4,596.5681851190477
"72 St (C,B)",5,624.1799726190477
"72 St (C,B)",6,687.0322357142857
"72 St (C,B)",7,612.9711208333331
"72 St (C,B)",8,569.1048595238096
"72 St (C,B)",9,642.2119011904762
"72 St (C,B)",10,717.5478363095239
"72 St (C,B)",11,534.0441922619049
"72 St (C,B)",12,604.6145952380953
72 St (Q),1,1405.1144714285715
72 St (Q),2,1498.598255952381
72 St (Q),3,1541.3016083333332
72 St (Q),4,1598.737357142856
72 St (Q),5,1618.5458023809517
72 St (Q),6,1585.172860119047
72 St (Q),7,1307.9182440476193
72 St (Q),8,1457.9351672619046
72 St (Q),9,1771.4479464285714
72 St (Q),10,1805.1293178571427
72 St (Q),11,1729.4606184523805
72 St (Q),12,1654.131088690476
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",1,3276.3451595238093
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",2,3254.510113095238
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",3,3619.6880047619043
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",4,3535.2021297619053
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",5,3468.878432142857
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",6,3466.119502976191
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",7,3012.964552976191
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",8,3103.311189880952
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",9,3538.355019642858
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",10,3506.2934482142864
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",11,3424.598138690477
"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",12,3272.0241005952375
"75 Av (E,F)",1,163.29186190476187
"75 Av (E,F)",2,165.5905208333333
"75 Av (E,F)",3,177.60017023809522
"75 Av (E,F)",4,167.92835416666668
"75 Av (E,F)",5,175.59145654761915
"75 Av (E,F)",6,178.18418214285708
"75 Av (E,F)",7,154.4593101190476
"75 Av (E,F)",8,160.70213273809526
"75 Av (E,F)",9,179.58060357142858
"75 Av (E,F)",10,187.5341363095238
"75 Av (E,F)",11,176.32087738095234
"75 Av (E,F)",12,171.27174404761905
"75 St-Elderts Ln (J,Z)",1,58.54530418100974
"75 St-Elderts Ln (J,Z)",2,61.14276313800971
"75 St-Elderts Ln (J,Z)",3,62.27681711847388
"75 St-Elderts Ln (J,Z)",4,60.016523706803255
"75 St-Elderts Ln (J,Z)",5,56.472141570430566
"75 St-Elderts Ln (J,Z)",6,53.67006399700599
"75 St-Elderts Ln (J,Z)",7,65.72579999999999
"75 St-Elderts Ln (J,Z)",8,109.17671997077271
"75 St-Elderts Ln (J,Z)",9,188.035406547619
"75 St-Elderts Ln (J,Z)",10,188.46856011904765
"75 St-Elderts Ln (J,Z)",11,172.72046785714284
"75 St-Elderts Ln (J,Z)",12,162.48064285714287
77 St (6),1,1467.9556839285715
77 St (6),2,1474.5004011904762
77 St (6),3,1517.5898875000003
77 St (6),4,1534.4604315476192
77 St (6),5,1508.669457738095
77 St (6),6,1525.311861309524
77 St (6),7,1235.5380249999998
77 St (6),8,1274.6361785714282
77 St (6),9,1489.8176398809524
77 St (6),10,1531.5179452380953
77 St (6),11,1565.905364880953
77 St (6),12,1485.225910119048
77 St (R),1,255.87121964285717
77 St (R),2,267.3179452380952
77 St (R),3,282.90214107142856
77 St (R),4,271.7916910714286
77 St (R),5,285.8209232142856
77 St (R),6,269.0898041666667
77 St (R),7,229.50231488095244
77 St (R),8,240.5508083333334
77 St (R),9,289.65101369047613
77 St (R),10,279.7627035714287
77 St (R),11,285.7633101190475
77 St (R),12,284.2409267857141
79 St (1),1,621.7834375
79 St (1),2,276.61907083333335
79 St (1),3,562.1316458333334
79 St (1),4,748.9624571428574
79 St (1),5,844.6987160714286
79 St (1),6,859.6370363095238
79 St (1),7,574.9103595238093
79 St (1),8,694.0123136904763
79 St (1),9,807.3109142857143
79 St (1),10,904.0659154761906
79 St (1),11,965.996523214286
79 St (1),12,840.1388863095235
79 St (D),1,297.50960952380956
79 St (D),2,308.9585690476191
79 St (D),3,334.51955535714296
79 St (D),4,316.0690089285714
79 St (D),5,331.18211607142865
79 St (D),6,314.0205976190475
79 St (D),7,274.4419690476192
79 St (D),8,282.4650797619047
79 St (D),9,344.7154678571428
79 St (D),10,355.41685654761903
79 St (D),11,339.95237499999996
79 St (D),12,349.25195059523816
8 Av (N),1,559.0826958333332
8 Av (N),2,582.9788178571428
8 Av (N),3,600.3542910714286
8 Av (N),4,574.2996208333334
8 Av (N),5,605.2344476190475
8 Av (N),6,575.8536029761906
8 Av (N),7,537.8268928571431
8 Av (N),8,535.6284226190476
8 Av (N),9,588.2913136904763
8 Av (N),10,663.5543119047617
8 Av (N),11,652.5927345238097
8 Av (N),12,635.0099291666668
"8 St-NYU (R,W)",1,857.2415476190477
"8 St-NYU (R,W)",2,962.9644428571428
"8 St-NYU (R,W)",3,1039.7650529761904
"8 St-NYU (R,W)",4,1048.051841071429
"8 St-NYU (R,W)",5,959.5257904761905
"8 St-NYU (R,W)",6,900.2742422619046
"8 St-NYU (R,W)",7,718.0330809523809
"8 St-NYU (R,W)",8,807.6656083333335
"8 St-NYU (R,W)",9,1071.0758077380947
"8 St-NYU (R,W)",10,995.1853892857139
"8 St-NYU (R,W)",11,1062.7558708333336
"8 St-NYU (R,W)",12,818.4437303571428
80 St (A),1,193.29974107142849
80 St (A),2,204.13531190476186
80 St (A),3,215.10187916666663
80 St (A),4,195.2241738095238
80 St (A),5,195.57726190476188
80 St (A),6,205.49554940476196
80 St (A),7,176.70540416666665
80 St (A),8,183.1015029761905
80 St (A),9,201.50681135361555
80 St (A),10,200.90867500000002
80 St (A),11,210.97598214285716
80 St (A),12,201.57680297619038
"81 St-Museum of Natural History (C,B)",1,776.8920875000001
"81 St-Museum of Natural History (C,B)",2,798.519444642857
"81 St-Museum of Natural History (C,B)",3,856.358952976191
"81 St-Museum of Natural History (C,B)",4,821.460781547619
"81 St-Museum of Natural History (C,B)",5,797.7922476190474
"81 St-Museum of Natural History (C,B)",6,864.6634577380952
"81 St-Museum of Natural History (C,B)",7,816.2885059523808
"81 St-Museum of Natural History (C,B)",8,769.4342267857146
"81 St-Museum of Natural History (C,B)",9,814.184282142857
"81 St-Museum of Natural History (C,B)",10,865.0518499999998
"81 St-Museum of Natural History (C,B)",11,680.9369315906481
"81 St-Museum of Natural History (C,B)",12,895.4448136904764
82 St-Jackson Hts (7),1,325.89921785714284
82 St-Jackson Hts (7),2,365.6369029761904
82 St-Jackson Hts (7),3,386.44320357142857
82 St-Jackson Hts (7),4,468.06382142857143
82 St-Jackson Hts (7),5,601.1120952380954
82 St-Jackson Hts (7),6,593.7159488095238
82 St-Jackson Hts (7),7,549.3425452380953
82 St-Jackson Hts (7),8,567.7899535714286
82 St-Jackson Hts (7),9,648.3347291666668
82 St-Jackson Hts (7),10,652.338119642857
82 St-Jackson Hts (7),11,627.6545369047619
82 St-Jackson Hts (7),12,619.2213702380951
85 St-Forest Pkwy (J),1,197.78959702380956
85 St-Forest Pkwy (J),2,226.26712261904757
85 St-Forest Pkwy (J),3,212.82003571428572
85 St-Forest Pkwy (J),4,222.18523571428562
85 St-Forest Pkwy (J),5,211.95371488095242
85 St-Forest Pkwy (J),6,210.38375416666668
85 St-Forest Pkwy (J),7,181.47887023809514
85 St-Forest Pkwy (J),8,114.95369851012262
85 St-Forest Pkwy (J),9,103.70320714285717
85 St-Forest Pkwy (J),10,96.21344166666665
85 St-Forest Pkwy (J),11,88.1217994047619
85 St-Forest Pkwy (J),12,81.21503035714287
86 St (1),1,755.4004648809522
86 St (1),2,931.5741011904762
86 St (1),3,1016.9789892857144
86 St (1),4,831.3385874999997
86 St (1),5,810.3686113095239
86 St (1),6,427.6838505952382
86 St (1),7,645.5544089285711
86 St (1),8,751.6783285714288
86 St (1),9,936.0411982142857
86 St (1),10,1005.9827107142856
86 St (1),11,1089.0074351190478
86 St (1),12,933.9536107142859
"86 St (4,5,6)",1,2438.153560119047
"86 St (4,5,6)",2,2487.2113648809527
"86 St (4,5,6)",3,2585.5184880952384
"86 St (4,5,6)",4,2615.0487208333325
"86 St (4,5,6)",5,2719.3358446428565
"86 St (4,5,6)",6,2608.84592202381
"86 St (4,5,6)",7,2204.442703571428
"86 St (4,5,6)",8,2222.008936904762
"86 St (4,5,6)",9,2685.3359196428573
"86 St (4,5,6)",10,2729.6559065476195
"86 St (4,5,6)",11,2613.7705636904757
"86 St (4,5,6)",12,2507.02308452381
"86 St (C,B)",1,595.4610857142856
"86 St (C,B)",2,586.6813148809524
"86 St (C,B)",3,602.3268351190475
"86 St (C,B)",4,622.4520715176791
"86 St (C,B)",5,644.1209428571427
"86 St (C,B)",6,708.1708327380953
"86 St (C,B)",7,547.6846422619049
"86 St (C,B)",8,522.3021077380953
"86 St (C,B)",9,678.4818577380952
"86 St (C,B)",10,688.9802339285714
"86 St (C,B)",11,576.9978934523808
"86 St (C,B)",12,618.772026190476
86 St (N),1,118.91897023809524
86 St (N),2,138.6084952380953
86 St (N),3,132.90959179854576
86 St (N),4,129.46123869047616
86 St (N),5,141.0974595238095
86 St (N),6,121.66462380952379
86 St (N),7,113.26977857142856
86 St (N),8,117.31439880952378
86 St (N),9,133.64438571428568
86 St (N),10,132.42340476190475
86 St (N),11,134.51882797619047
86 St (N),12,119.59053035714292
86 St (Q),1,1125.8055059523813
86 St (Q),2,1188.557054761905
86 St (Q),3,1217.770189285714
86 St (Q),4,1316.1070089285713
86 St (Q),5,1323.574706547619
86 St (Q),6,1316.5127678571432
86 St (Q),7,1062.2238392857146
86 St (Q),8,1155.3738422619044
86 St (Q),9,1390.6874583333333
86 St (Q),10,1410.7604142857142
86 St (Q),11,1396.3264017857139
86 St (Q),12,1365.5024452380949
86 St (R),1,545.4563214285714
86 St (R),2,562.1123065476191
86 St (R),3,598.8308904761905
86 St (R),4,572.1329571428573
86 St (R),5,595.5390851190476
86 St (R),6,552.0208208333331
86 St (R),7,471.5288511904761
86 St (R),8,488.0822583333336
86 St (R),9,614.6407613095239
86 St (R),10,590.9391744047621
86 St (R),11,608.1865863095238
86 St (R),12,706.8128785714285
88 St (A),1,125.10817500000003
88 St (A),2,128.6560621863416
88 St (A),3,138.16412127530657
88 St (A),4,126.21624047619045
88 St (A),5,131.6145576846307
88 St (A),6,132.4238148809523
88 St (A),7,119.04786011904767
88 St (A),8,123.52759583333332
88 St (A),9,134.94923552092808
88 St (A),10,131.3969857142858
88 St (A),11,135.84645238095237
88 St (A),12,131.64390853293418
9 Av (D),1,274.94546785714283
9 Av (D),2,281.4700898809524
9 Av (D),3,295.78151726190475
9 Av (D),4,283.20062023809515
9 Av (D),5,299.3855142857144
9 Av (D),6,290.96642499999984
9 Av (D),7,251.98447202380942
9 Av (D),8,259.1822660714286
9 Av (D),9,311.5518684523809
9 Av (D),10,326.4367601190476
9 Av (D),11,320.66789583333343
9 Av (D),12,308.9759148809525
90 St-Elmhurst Av (7),1,956.0720113095238
90 St-Elmhurst Av (7),2,996.2061029761903
90 St-Elmhurst Av (7),3,1078.1538392857144
90 St-Elmhurst Av (7),4,1043.203164880952
90 St-Elmhurst Av (7),5,1040.3264738095233
90 St-Elmhurst Av (7),6,1040.477441666667
90 St-Elmhurst Av (7),7,1000.3864470238095
90 St-Elmhurst Av (7),8,1044.7148339285714
90 St-Elmhurst Av (7),9,1169.189273809524
90 St-Elmhurst Av (7),10,1166.582523809524
90 St-Elmhurst Av (7),11,1145.181817857143
90 St-Elmhurst Av (7),12,1147.8866333333335
"96 St (1,2,3)",1,1595.997554166666
"96 St (1,2,3)",2,1806.5769749999995
"96 St (1,2,3)",3,1857.7936732142857
"96 St (1,2,3)",4,2049.5615720238093
"96 St (1,2,3)",5,2061.3053017857137
"96 St (1,2,3)",6,1973.4681625
"96 St (1,2,3)",7,1519.3811119047618
"96 St (1,2,3)",8,1604.4908720238095
"96 St (1,2,3)",9,1990.4013101190471
"96 St (1,2,3)",10,2078.9329249999996
"96 St (1,2,3)",11,2071.4236851190467
"96 St (1,2,3)",12,1954.9929910714288
96 St (6),1,895.7781720238095
96 St (6),2,889.4138410714281
96 St (6),3,921.9377238095238
96 St (6),4,905.9518702380954
96 St (6),5,898.1359565476191
96 St (6),6,863.0672446428573
96 St (6),7,727.864911904762
96 St (6),8,764.4795125
96 St (6),9,942.5901089285712
96 St (6),10,951.5491785714288
96 St (6),11,948.2099124999996
96 St (6),12,872.7201172619045
"96 St (C,B)",1,538.039819047619
"96 St (C,B)",2,507.9646863095237
"96 St (C,B)",3,513.1353136904763
"96 St (C,B)",4,512.7224833333332
"96 St (C,B)",5,535.4576779761903
"96 St (C,B)",6,542.2511505952382
"96 St (C,B)",7,467.8877406829198
"96 St (C,B)",8,459.2252035714286
"96 St (C,B)",9,560.2287333333334
"96 St (C,B)",10,586.7571214285713
"96 St (C,B)",11,479.25204761904763
"96 St (C,B)",12,508.8989017857143
96 St (Q),1,789.0770785714286
96 St (Q),2,848.3306529761901
96 St (Q),3,870.3853964285715
96 St (Q),4,904.6219839285711
96 St (Q),5,937.2504071428571
96 St (Q),6,905.2539625000002
96 St (Q),7,760.7611458333331
96 St (Q),8,811.4581809523813
96 St (Q),9,993.6720285714284
96 St (Q),10,1012.6977255952382
96 St (Q),11,996.3074154761905
96 St (Q),12,959.5489083333335
Alabama Av (J),1,82.74387857142858
Alabama Av (J),2,86.39268035714288
Alabama Av (J),3,89.74449107142857
Alabama Av (J),4,88.33434345238096
Alabama Av (J),5,81.06459412959796
Alabama Av (J),6,87.9658273809524
Alabama Av (J),7,79.21089404761904
Alabama Av (J),8,77.71394226190475
Alabama Av (J),9,98.66482916666669
Alabama Av (J),10,104.21274642857145
Alabama Av (J),11,99.14933630952382
Alabama Av (J),12,95.91165535714286
"Allerton Av (2,5)",1,165.4454791666667
"Allerton Av (2,5)",2,186.36564880952383
"Allerton Av (2,5)",3,198.78831249999996
"Allerton Av (2,5)",4,195.71900297619044
"Allerton Av (2,5)",5,193.2925541666667
"Allerton Av (2,5)",6,170.7586755952381
"Allerton Av (2,5)",7,149.34276249999996
"Allerton Av (2,5)",8,143.5171273809524
"Allerton Av (2,5)",9,188.5932095238095
"Allerton Av (2,5)",10,196.2649630952381
"Allerton Av (2,5)",11,199.22018809523811
"Allerton Av (2,5)",12,177.64297678571424
Aqueduct Racetrack (A),1,42.92767023809522
Aqueduct Racetrack (A),2,46.75173258483035
Aqueduct Racetrack (A),3,46.66973035714285
Aqueduct Racetrack (A),4,41.78557797619047
Aqueduct Racetrack (A),5,37.29047172084404
Aqueduct Racetrack (A),6,48.53386728329056
Aqueduct Racetrack (A),7,46.23178273809525
Aqueduct Racetrack (A),8,43.2113861776447
Aqueduct Racetrack (A),9,38.47721201169092
Aqueduct Racetrack (A),10,38.8494113130881
Aqueduct Racetrack (A),11,40.592537500000006
Aqueduct Racetrack (A),12,36.45216011904762
Aqueduct-N Conduit Av (A),1,36.59576666666667
Aqueduct-N Conduit Av (A),2,39.278864880952376
Aqueduct-N Conduit Av (A),3,42.46532857142858
Aqueduct-N Conduit Av (A),4,39.436088095238084
Aqueduct-N Conduit Av (A),5,36.95350276104419
Aqueduct-N Conduit Av (A),6,40.66249642857143
Aqueduct-N Conduit Av (A),7,34.721514880952384
Aqueduct-N Conduit Av (A),8,37.15424464285713
Aqueduct-N Conduit Av (A),9,40.47340833333334
Aqueduct-N Conduit Av (A),10,40.89089919446821
Aqueduct-N Conduit Av (A),11,39.783592857142864
Aqueduct-N Conduit Av (A),12,39.33841309523809
Astor Pl (6),1,886.6812511904764
Astor Pl (6),2,971.7551565476188
Astor Pl (6),3,985.4247220238092
Astor Pl (6),4,1018.1287220238096
Astor Pl (6),5,952.560769642857
Astor Pl (6),6,920.2083714285714
Astor Pl (6),7,779.6372529761904
Astor Pl (6),8,758.1171684523811
Astor Pl (6),9,982.6454755952384
Astor Pl (6),10,1086.4605196428574
Astor Pl (6),11,985.4236654761903
Astor Pl (6),12,980.3855541666667
"Astoria Blvd (N,W)",1,468.1740279761906
"Astoria Blvd (N,W)",2,536.0876386904761
"Astoria Blvd (N,W)",3,552.1094678571428
"Astoria Blvd (N,W)",4,562.7122285714286
"Astoria Blvd (N,W)",5,587.3858041666666
"Astoria Blvd (N,W)",6,595.7756720238098
"Astoria Blvd (N,W)",7,488.841470238095
"Astoria Blvd (N,W)",8,513.1625517857141
"Astoria Blvd (N,W)",9,601.4472636904761
"Astoria Blvd (N,W)",10,614.6514357142858
"Astoria Blvd (N,W)",11,583.327392857143
"Astoria Blvd (N,W)",12,552.7529160714287
"Astoria-Ditmars Blvd (N,W)",1,684.4698886904762
"Astoria-Ditmars Blvd (N,W)",2,750.1163738095236
"Astoria-Ditmars Blvd (N,W)",3,769.9803732142857
"Astoria-Ditmars Blvd (N,W)",4,768.3088505952378
"Astoria-Ditmars Blvd (N,W)",5,800.3462648809523
"Astoria-Ditmars Blvd (N,W)",6,783.3984297619047
"Astoria-Ditmars Blvd (N,W)",7,664.1018452380952
"Astoria-Ditmars Blvd (N,W)",8,690.4393928571428
"Astoria-Ditmars Blvd (N,W)",9,808.9335238095239
"Astoria-Ditmars Blvd (N,W)",10,835.5527785714286
"Astoria-Ditmars Blvd (N,W)",11,795.9416089285714
"Astoria-Ditmars Blvd (N,W)",12,766.3519863095237
Atlantic Av (L),1,79.49852559523808
Atlantic Av (L),2,92.03260833333331
Atlantic Av (L),3,91.26874821428572
Atlantic Av (L),4,77.0767726190476
Atlantic Av (L),5,77.02639821428572
Atlantic Av (L),6,77.52340000000002
Atlantic Av (L),7,77.73904203022525
Atlantic Av (L),8,80.6167857142857
Atlantic Av (L),9,98.3120273809524
Atlantic Av (L),10,124.36185892857141
Atlantic Av (L),11,115.52426893287435
Atlantic Av (L),12,104.90781366552608
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",1,2160.876792261904
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",2,2247.3209226190475
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",3,2443.5104940476185
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",4,2333.702204166667
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",5,2420.6237285714283
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",6,2337.754908928572
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",7,1881.1384511904757
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",8,2035.2499214285717
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",9,2603.216693452382
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",10,2745.8584261904757
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",11,2669.131728571429
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",12,2629.537322619047
Avenue H (Q),1,127.01444285714288
Avenue H (Q),2,150.73480238095237
Avenue H (Q),3,153.75445474764757
Avenue H (Q),4,146.54423900769893
Avenue H (Q),5,162.51664047619047
Avenue H (Q),6,139.38601011904763
Avenue H (Q),7,117.89387142857149
Avenue H (Q),8,130.44223690476187
Avenue H (Q),9,196.38498869047623
Avenue H (Q),10,182.5954041666667
Avenue H (Q),11,189.53115357142855
Avenue H (Q),12,170.54885476190475
Avenue I (F),1,87.76346577202736
Avenue I (F),2,82.24146005291004
Avenue I (F),3,96.56826809951522
Avenue I (F),4,85.53822559523806
Avenue I (F),5,92.24746130952381
Avenue I (F),6,79.63051071428572
Avenue I (F),7,55.57675385955362
Avenue I (F),8,43.24323065280484
Avenue I (F),9,80.03184583333332
Avenue I (F),10,83.96925059523808
Avenue I (F),11,84.98772023809519
Avenue I (F),12,83.71027559523812
Avenue J (Q),1,239.38617380952388
Avenue J (Q),2,266.82722380952373
Avenue J (Q),3,261.31296904761905
Avenue J (Q),4,253.6721363095238
Avenue J (Q),5,284.5056071428571
Avenue J (Q),6,258.6522077380952
Avenue J (Q),7,224.87926904761906
Avenue J (Q),8,235.5179833333334
Avenue J (Q),9,305.6865410714287
Avenue J (Q),10,265.28370773809525
Avenue J (Q),11,293.3736595238096
Avenue J (Q),12,278.4884208333334
Avenue M (Q),1,248.8301833333333
Avenue M (Q),2,267.6436483033932
Avenue M (Q),3,269.32958214285713
Avenue M (Q),4,255.02697678571434
Avenue M (Q),5,283.08320357142856
Avenue M (Q),6,257.3527779761904
Avenue M (Q),7,222.66842321428567
Avenue M (Q),8,238.40696071428567
Avenue M (Q),9,317.0142966032221
Avenue M (Q),10,284.1226339285714
Avenue M (Q),11,303.6149220238095
Avenue M (Q),12,284.43293511904756
Avenue N (F),1,140.1472672619048
Avenue N (F),2,128.69151345879672
Avenue N (F),3,149.89664281080695
Avenue N (F),4,137.4370607142858
Avenue N (F),5,144.50277678571425
Avenue N (F),6,134.31875416666668
Avenue N (F),7,105.77883810236666
Avenue N (F),8,90.58524250657317
Avenue N (F),9,127.73215119047616
Avenue N (F),10,139.19536845238105
Avenue N (F),11,132.1246551921974
Avenue N (F),12,129.5462642857143
Avenue P (F),1,121.18334404761904
Avenue P (F),2,115.381025
Avenue P (F),3,134.7306870045623
Avenue P (F),4,127.39445238095232
Avenue P (F),5,130.291293452381
Avenue P (F),6,123.25515059523805
Avenue P (F),7,98.02784999999997
Avenue P (F),8,77.58794578977935
Avenue P (F),9,114.78739577274024
Avenue P (F),10,126.18857023809521
Avenue P (F),11,117.93921428571431
Avenue P (F),12,120.32928869047623
Avenue U (F),1,99.33939404761904
Avenue U (F),2,75.40591907065868
Avenue U (F),3,108.59315654761903
Avenue U (F),4,90.94215012475051
Avenue U (F),5,86.12309943201831
Avenue U (F),6,78.86629226190476
Avenue U (F),7,68.78662678571428
Avenue U (F),8,67.92785794126033
Avenue U (F),9,97.14703988095235
Avenue U (F),10,111.21593928571423
Avenue U (F),11,87.04269404761904
Avenue U (F),12,97.02494404761904
Avenue U (N),1,197.1154178571428
Avenue U (N),2,205.4825928571429
Avenue U (N),3,210.23956071428577
Avenue U (N),4,202.79092916666664
Avenue U (N),5,208.92128392857143
Avenue U (N),6,195.61993333333334
Avenue U (N),7,180.53364523809526
Avenue U (N),8,184.98283928571428
Avenue U (N),9,208.96589107142856
Avenue U (N),10,214.97655238095237
Avenue U (N),11,203.79816547619052
Avenue U (N),12,198.07860059523807
Avenue U (Q),1,316.6673089285714
Avenue U (Q),2,355.21979761904754
Avenue U (Q),3,348.8568011904762
Avenue U (Q),4,323.2677434523811
Avenue U (Q),5,372.4159452380952
Avenue U (Q),6,354.82496011904766
Avenue U (Q),7,316.3146666666667
Avenue U (Q),8,330.42214761904756
Avenue U (Q),9,386.11577797619043
Avenue U (Q),10,339.66399642857135
Avenue U (Q),11,365.64289821428554
Avenue U (Q),12,355.78286428571437
Avenue X (F),1,120.4694255952381
Avenue X (F),2,97.2608898954704
Avenue X (F),3,129.48457023809524
Avenue X (F),4,112.7408636904762
Avenue X (F),5,124.93857768583047
Avenue X (F),6,120.63446547619048
Avenue X (F),7,97.90687559523808
Avenue X (F),8,95.13999611491303
Avenue X (F),9,118.83974761904764
Avenue X (F),10,136.39346964285716
Avenue X (F),11,108.69111249999996
Avenue X (F),12,118.77683571428572
Bay 50 St (D),1,124.35043392857145
Bay 50 St (D),2,121.2850434523809
Bay 50 St (D),3,134.52934880952375
Bay 50 St (D),4,126.6790535714286
Bay 50 St (D),5,143.34063869047623
Bay 50 St (D),6,127.93743095238095
Bay 50 St (D),7,103.28030595238093
Bay 50 St (D),8,111.41254107142855
Bay 50 St (D),9,156.55527202380955
Bay 50 St (D),10,157.5085470238095
Bay 50 St (D),11,146.86055476190478
Bay 50 St (D),12,143.776118452381
Bay Pkwy (D),1,353.0353916666667
Bay Pkwy (D),2,372.82346726190474
Bay Pkwy (D),3,390.4377041666666
Bay Pkwy (D),4,370.83748571428555
Bay Pkwy (D),5,389.33149464285714
Bay Pkwy (D),6,399.88855297619045
Bay Pkwy (D),7,357.91514642857135
Bay Pkwy (D),8,353.2713267857143
Bay Pkwy (D),9,407.141024404762
Bay Pkwy (D),10,405.3580029761905
Bay Pkwy (D),11,391.520375
Bay Pkwy (D),12,387.80013452380945
Bay Pkwy (F),1,64.49094910179643
Bay Pkwy (F),2,58.639530982142844
Bay Pkwy (F),3,73.25344669589393
Bay Pkwy (F),4,64.2957404298546
Bay Pkwy (F),5,69.03179761904762
Bay Pkwy (F),6,63.167087964576055
Bay Pkwy (F),7,45.34621772486773
Bay Pkwy (F),8,30.712850077204084
Bay Pkwy (F),9,57.559575853413676
Bay Pkwy (F),10,61.76628053135889
